MainName	SubName	MainId	SubId	ExtId	Count
DiXuanGong	MissionOpenCount	1	1	0	0
DiXuanGong	MissionOpenCount	1	1	1	626
DiXuanGong	JoinPlayerCount	1	2	0	3582
DiXuanGong	AllPassPlayerCount	1	3	0	54
DiXuanGong	Level80-89PlayerCount	1	4	0	0
DiXuanGong	Level90-99PlayerCount	1	5	0	3582
DiXuanGong	RebornPlayerCount	1	6	0	3529
DiXuanGong	BackDoorTotalCount	1	7	0	626
DiXuanGong	Forward3TotalCount	1	8	0	623
DiXuanGong	AllPassTotalCount	1	9	0	9
DiXuanGong	EnergyBoxOpenCount	1	10	0	0
DiXuanGong	TyHalidomOpenCount	1	11	0	4900
DiXuanGong	FindblackHandsCount	1	12	0	38
DiXuanGong	TianJiaoLing-UseCount	1	13	0	12377
DiXuanGong	TMGL-OutputCount	1	14	0	5
DiXuanGong	PlayerRouteCount	1	15	0	0
DiXuanGong	PlayerRouteCount	1	15	4	241
DiXuanGong	PlayerRouteCount	1	15	8	626
DiXuanGong	PlayerRouteCount	1	15	11	53
DiXuanGong	PlayerRouteCount	1	15	12	144
DiXuanGong	PlayerRouteCount	1	15	14	337
DiXuanGong	PlayerRouteCount	1	15	20	31
DiXuanGong	PlayerRouteCount	1	15	21	174
DiXuanGong	PlayerRouteCount	1	15	23	55
DiXuanGong	PlayerRouteCount	1	15	29	1921
DiXuanGong	Item3L-OutputCount	1	16	0	0
DiXuanGong	Item3X-OutputCount	1	17	0	0
DiXuanGong	ItemMYZ-OutputCount	1	18	0	0
DiXuanGong	ItemMYC-OutputCount	1	19	0	0
DiXuanGong	TaskChuTanFinishCount	1	20	0	1
DiXuanGong	TaskDaPoFinishCount	1	21	0	0
DiXuanGong	TaskZhuiXiongFinishCount	1	22	0	1
ItemBingJingShi	C2ItemXCount	2	1	0	0
ItemBingJingShi	C3ItemXCount	2	2	0	0
ItemBingJingShi	C2ItemLCount	2	3	0	0
ItemBingJingShi	C3ItemLCount	2	4	0	0
ItemBingJingShi	C4XiXinShiCount	2	5	0	0
ItemBingJingShi	C3LianTieLuCount	2	6	0	0
LingShan	OpenCount	3	1	0	1
LingShan	OpenCount	3	1	1	8
LingShan	OpenPlayerCount	3	2	0	27
LingShan	AllPassPlayerCount	3	3	0	21
LingShan	OpenLevel80-89PlayerCount	3	4	0	0
LingShan	OpenLevel90-99PlayerCount	3	5	0	27
LingShan	OpenRebornPlayerCount	3	6	0	27
LingShan	BackDoorTotalCount	3	7	0	8
LingShan	First4StagePassCount	3	8	0	8
LingShan	AllPassTotalCount	3	9	0	7
LingShan	TianJiaoLingConsumeNum	3	10	0	205
LingShan	UseJuYiLingForBuffCount	3	11	0	0
LingShan	TianGangLingProduceNum	3	12	0	0
LingShan	OpenRoutePlayerCount	3	13	0	0
LingShan	OpenRoutePlayerCount	3	13	4	8
LingShan	OpenRoutePlayerCount	3	13	8	9
LingShan	OpenRoutePlayerCount	3	13	9	1
LingShan	OpenRoutePlayerCount	3	13	29	9
LingShan	PassRoutePlayerCount	3	14	0	0
LingShan	PassRoutePlayerCount	3	14	4	7
LingShan	PassRoutePlayerCount	3	14	8	7
LingShan	PassRoutePlayerCount	3	14	29	7
LingShan	TaskChuYanFinishCount	3	15	0	3
LingShan	TaskZhongYongFinishCount	3	16	0	2
LingShan	TaskDuoJunFinishCount	3	17	0	3
WanJianZhong	OpenCount	4	1	0	0
WanJianZhong	AllPassTotalCount	4	2	0	0
WanJianZhong	OpenPlayerCount	4	3	0	0
WanJianZhong	AllPassPlayerCount	4	4	0	0
WanJianZhong	OpenLevel80-89PlayerCount	4	5	0	0
WanJianZhong	OpenLevel90-99PlayerCount	4	6	0	0
WanJianZhong	OpenRebornPlayerCount	4	7	0	0
WanJianZhong	FreeCardCount	4	8	0	0
WanJianZhong	IBCardCount	4	9	0	0
WanJianZhong	TianJiaoLingConsumeNum	4	10	0	0
WanJianZhong	GuLingYuProduceNum	4	11	0	0
WanJianZhong	SuperBookProduceNum	4	12	0	0
WanJianZhong	OpenRoutePlayerCount	4	13	0	0
WanJianZhong	PassRoutePlayerCount	4	14	0	0
WanJianZhong	TaskTongGuan1FishCount	4	15	0	0
WanJianZhong	TaskTongGuan7FishCount	4	16	0	0
WanJianZhong	TaskFanPai1FishCount	4	17	0	0
WanJianZhong	TaskFanPai15FishCount	4	18	0	0
TongTianHuanJing	OpenCount	5	1	0	0
TongTianHuanJing	StageXPassCount	5	2	0	0
TongTianHuanJing	AllPassTotalCount	5	3	0	0
TongTianHuanJing	OpenPlayerCount	5	4	0	0
TongTianHuanJing	PassStageXPlayerCount	5	5	0	0
TongTianHuanJing	AllPassPlayerCount	5	6	0	0
TongTianHuanJing	OpenLevel80-89PlayerCount	5	7	0	0
TongTianHuanJing	OpenLevel90-99PlayerCount	5	8	0	0
TongTianHuanJing	OpenRebornPlayerCount	5	9	0	0
TongTianHuanJing	FreeCardCount	5	10	0	0
TongTianHuanJing	IBCardCount	5	11	0	0
TongTianHuanJing	TongTianLingConsumeNum	5	12	0	0
TongTianHuanJing	TianMenJinLingProduceNum	5	13	0	0
TongTianHuanJing	TianMenSuiPianProduceNum	5	14	0	0
TongTianHuanJing	OpenRoutePlayerCount	5	15	0	0
TongTianHuanJing	PassRoutePlayerCount	5	16	0	0
ItemUseCount	Level1KnifeStone	6	1	0	1
ItemUseCount	Level2KnifeStone	6	2	0	0
ItemUseCount	Level3KnifeStone	6	3	0	0
TongFeast	RaidDropCjszPig	7	1	0	0
TongFeast	RaidDropCjszWine	7	2	0	0
TongFeast	RaidDropWjzPig	7	3	0	0
TongFeast	RaidDropWjzWine	7	4	0	0
TongFeast	RaidDropLsCow	7	5	0	0
TongFeast	RaidDropLsWine	7	6	0	0
TongFeast	RaidDropDxgCow	7	7	0	4758
TongFeast	RaidDropDxgWine	7	8	0	10
TongFeast	RaidDropTxSheep	7	9	0	0
TongFeast	RaidDropTxWine	7	10	0	0
TongFeast	RaidDropTtdSheep	7	11	0	0
TongFeast	RaidDropTtdWine	7	12	0	0
TongFeast	BattleDropKfBacon	7	13	0	0
TongFeast	BattleDropKfWine	7	14	0	0
TongFeast	BattleDropSlBacon	7	15	0	0
