MainName	SubName	MainId	SubId	ExtId	Count
DiXuanGong	MissionOpenCount	1	1	0	1
DiXuanGong	MissionOpenCount	1	1	1	307
DiXuanGong	JoinPlayerCount	1	2	0	1491
DiXuanGong	AllPassPlayerCount	1	3	0	16
DiXuanGong	Level80-89PlayerCount	1	4	0	0
DiXuanGong	Level90-99PlayerCount	1	5	0	1491
DiXuanGong	RebornPlayerCount	1	6	0	1491
DiXuanGong	BackDoorTotalCount	1	7	0	307
DiXuanGong	Forward3TotalCount	1	8	0	308
DiXuanGong	AllPassTotalCount	1	9	0	4
DiXuanGong	EnergyBoxOpenCount	1	10	0	0
DiXuanGong	TyHalidomOpenCount	1	11	0	2130
DiXuanGong	FindblackHandsCount	1	12	0	19
DiXuanGong	TianJiaoLing-UseCount	1	13	0	5848
DiXuanGong	TMGL-OutputCount	1	14	0	2
DiXuanGong	PlayerRouteCount	1	15	0	0
DiXuanGong	PlayerRouteCount	1	15	4	4
DiXuanGong	PlayerRouteCount	1	15	8	310
DiXuanGong	PlayerRouteCount	1	15	14	132
DiXuanGong	PlayerRouteCount	1	15	21	257
DiXuanGong	PlayerRouteCount	1	15	29	788
DiXuanGong	Item3L-OutputCount	1	16	0	0
DiXuanGong	Item3X-OutputCount	1	17	0	0
DiXuanGong	ItemMYZ-OutputCount	1	18	0	0
DiXuanGong	ItemMYC-OutputCount	1	19	0	0
DiXuanGong	TaskChuTanFinishCount	1	20	0	0
DiXuanGong	TaskDaPoFinishCount	1	21	0	0
DiXuanGong	TaskZhuiXiongFinishCount	1	22	0	0
ItemBingJingShi	C2ItemXCount	2	1	0	0
ItemBingJingShi	C3ItemXCount	2	2	0	0
ItemBingJingShi	C2ItemLCount	2	3	0	0
ItemBingJingShi	C3ItemLCount	2	4	0	0
ItemBingJingShi	C4XiXinShiCount	2	5	0	0
ItemBingJingShi	C3LianTieLuCount	2	6	0	0
LingShan	OpenCount	3	1	0	0
LingShan	OpenCount	3	1	1	2
LingShan	OpenPlayerCount	3	2	0	9
LingShan	AllPassPlayerCount	3	3	0	9
LingShan	OpenLevel80-89PlayerCount	3	4	0	0
LingShan	OpenLevel90-99PlayerCount	3	5	0	9
LingShan	OpenRebornPlayerCount	3	6	0	9
LingShan	BackDoorTotalCount	3	7	0	2
LingShan	First4StagePassCount	3	8	0	2
LingShan	AllPassTotalCount	3	9	0	2
LingShan	TianJiaoLingConsumeNum	3	10	0	96
LingShan	UseJuYiLingForBuffCount	3	11	0	0
LingShan	TianGangLingProduceNum	3	12	0	0
LingShan	OpenRoutePlayerCount	3	13	0	0
LingShan	OpenRoutePlayerCount	3	13	4	3
LingShan	OpenRoutePlayerCount	3	13	8	3
LingShan	OpenRoutePlayerCount	3	13	21	1
LingShan	OpenRoutePlayerCount	3	13	29	2
LingShan	PassRoutePlayerCount	3	14	0	0
LingShan	PassRoutePlayerCount	3	14	4	3
LingShan	PassRoutePlayerCount	3	14	8	3
LingShan	PassRoutePlayerCount	3	14	21	1
LingShan	PassRoutePlayerCount	3	14	29	2
LingShan	TaskChuYanFinishCount	3	15	0	0
LingShan	TaskZhongYongFinishCount	3	16	0	0
LingShan	TaskDuoJunFinishCount	3	17	0	0
WanJianZhong	OpenCount	4	1	0	1
WanJianZhong	OpenCount	4	1	1	1
WanJianZhong	AllPassTotalCount	4	2	0	1
WanJianZhong	OpenPlayerCount	4	3	0	12
WanJianZhong	AllPassPlayerCount	4	4	0	7
WanJianZhong	OpenLevel80-89PlayerCount	4	5	0	0
WanJianZhong	OpenLevel90-99PlayerCount	4	6	0	12
