20200106-001147	Key	Action	Acc1	Role1	Lv1	Tong1	Num1	Map1	PosX	PosY	Acc2	Role2	Lv2	Tong2	Num2	Map2	Pos2X	Pos2Y	ItemName	ItemG	ItemD	IitemP	ItemDur	ItemSeed	GenTime	Socket1	Socket2	Socket3	EnhanceTimes	Place	X	Y
20200106-001324	large_str	AddItem[/script/global/playerloginin.lua|main]			0		2471460818	0	0	0			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20200106-001324	ItemAdd	2471460818	tinykidpro	ThuongKawaii	1		1	100	1445	2802			0		0	0	0	0	S­ §å ThiÕp	2	1	587	1	1527848147	2020-01-06 00:13:24	1073676288	1073676288	1073676288	0	-1	-1	-1
20200106-001324	ItemAdd	2471460818	tinykidpro	ThuongKawaii	1		1	100	1445	2802			0		0	0	0	0	CÈm Nang §¹i Sù KiÖn	2	1	30045	1	43715472	2020-01-06 00:13:24	1073676288	1073676288	1073676288	0	-1	-1	-1
20200106-001324	ItemAdd	2471460818	tinykidpro	ThuongKawaii	1		1	100	1445	2802			0		0	0	0	0	NguyÖt L­îng Thè luy	2	0	1043	1	733821882	2020-01-06 00:13:24	1073676288	1073676288	1073676288	0	-1	-1	-1
20200106-001324	ItemAdd	2471460818	tinykidpro	ThuongKawaii	1		1	100	1445	2802			0		0	0	0	0	TiÕu ng¹o giang hå l	2	1	30240	1	1456344806	2020-01-06 00:13:24	1073676288	1073676288	1073676288	0	-1	-1	-1
20200106-001324	large_str	AddItem[/script/misc/observer/observer.lua|NoFunc]			0		207423358	0	0	0			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20200106-001324	ItemAdd	207423358	tinykidpro	ThuongKawaii	1		1	100	1445	2802			0		0	0	0	0	EoPi Noriko	2	1	30644	1	1091429471	2020-01-06 00:13:24	1073676288	1073676288	1073676288	0	-1	-1	-1
20200106-001414	large_str	AddItem[/script/global/playerloginin.lua|_never_show_login_message]			0		1866858960	0	0	0			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20200106-001414	ItemAdd	1866858960	tinykidpro	ThuongKawaii	1		1	100	1445	2802			0		0	0	0	0	Tñ ¸o Thiªn BiÕn TiÕ	2	1	30494	1	1445323261	2020-01-06 00:14:14	1073676288	1073676288	1073676288	0	-1	-1	-1
20200106-001516	ItemAdd	2471460818	tinykidpro	ThuongKawaii	799		1	100	1445	2809			0		0	0	0	0	Bøc th­ thÇn bÝ	2	0	30052	1	1094365242	2020-01-06 00:15:16	1073676288	1073676288	1073676288	0	-1	-1	-1
20200106-001524	large_str	AddItem[/settings/static_script/cheat/gm_item_tifuzhiyin.lua|TongOperation_Create]			0		1166980140	0	0	0			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20200106-001524	ItemAdd	1166980140	tinykidpro	ThuongKawaii	799		1	100	1445	2809			0		0	0	0	0	Cµn Kh«n phï	2	0	555	1	-2018201528	2020-01-06 00:15:24	1073676288	1073676288	1073676288	0	-1	-1	-1
20200106-001524	ItemAdd	1166980140	tinykidpro	ThuongKawaii	799		1	100	1445	2809			0		0	0	0	0	Héi Minh LÖnh Bµi	2	0	125	1	-15007694	2020-01-06 00:15:24	1073676288	1073676288	1073676288	0	-1	-1	-1
20200106-001524	large_str	Pay[/settings/static_script/cheat/gm_item_tifuzhiyin.lua|TongOperation_Create]			0		3671564766	0	0	0			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20200106-001524	MoneyEarn	3671564766	tinykidpro	ThuongKawaii	799		5000000	100	1445	2809			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20200106-001531	MoneyPay	CreateTong	tinykidpro	ThuongKawaii	799		5000000	100	1445	2809			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20200106-001531	ItemConsume	ExpendIdx	tinykidpro	ThuongKawaii	799		1	100	1445	2809			0		0	0	0	0	Héi Minh LÖnh Bµi	2	0	125	1	-15007694	2020-01-06 00:15:24	1073676288	1073676288	1073676288	0	2	3	1
20200106-001531	ItemConsume	ExpendIdx	tinykidpro	ThuongKawaii	799		1	100	1445	2809			0		0	0	0	0	Cµn Kh«n phï	2	0	555	1	-2018201528	2020-01-06 00:15:24	1073676288	1073676288	1073676288	0	2	2	1
20200106-001536	large_str	AddItem[/settings/static_script/cheat/gm_item_tifuzhiyin.lua|Get_YaoYang_15]			0		2658419126	0	0	0			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20200106-001536	ItemAdd	2658419126	tinykidpro	ThuongKawaii	799	LoLi Tea	1	100	1445	2809			0		0	0	0	0	DiÖu D­¬ng Thiªn Cun	0	102	3190	100	665653996	2020-01-06 00:15:36	42285858	55250122	55189966	0	-1	-1	-1
20200106-001536	ItemAdd	2658419126	tinykidpro	ThuongKawaii	799	LoLi Tea	1	100	1445	2809			0		0	0	0	0	DiÖu D­¬ng Thiªn Cun	0	102	3191	100	-195003555	2020-01-06 00:15:36	42482802	55249689	55190080	0	-1	-1	-1
20200106-001536	ItemAdd	2658419126	tinykidpro	ThuongKawaii	799	LoLi Tea	1	100	1445	2809			0		0	0	0	0	DiÖu D­¬ng Thiªn Cun	0	102	3192	100	-1246738846	2020-01-06 00:15:36	42613589	55249847	55190249	0	-1	-1	-1
20200106-001536	ItemAdd	2658419126	tinykidpro	ThuongKawaii	799	LoLi Tea	1	100	1445	2809			0		0	0	0	0	DiÖu D­¬ng Thiªn Cun	0	102	3193	100	507034251	2020-01-06 00:15:36	42548626	55250172	55189796	0	-1	-1	-1
20200106-001536	ItemAdd	2658419126	tinykidpro	ThuongKawaii	799	LoLi Tea	1	100	1445	2809			0		0	0	0	0	DiÖu D­¬ng Thiªn Cun	0	102	3194	100	-1845207640	2020-01-06 00:15:36	42416664	55250504	55191286	0	-1	-1	-1
20200106-001536	ItemAdd	2658419126	tinykidpro	ThuongKawaii	799	LoLi Tea	1	100	1445	2809			0		0	0	0	0	DiÖu D­¬ng-C¶m Thiªn	0	100	3160	250	185636297	2020-01-06 00:15:36	852039799	55918164	42287096	15	-1	-1	-1
20200106-001536	ItemAdd	2658419126	tinykidpro	ThuongKawaii	799	LoLi Tea	1	100	1445	2809			0		0	0	0	0	DiÖu D­¬ng-C¶m Thiªn	0	101	3160	200	-1820549570	2020-01-06 00:15:36	852037651	852630215	42614642	15	-1	-1	-1
20200106-001536	ItemAdd	2658419126	tinykidpro	ThuongKawaii	799	LoLi Tea	1	100	1445	2809			0		0	0	0	0	DiÖu D­¬ng-C¶m Thiªn	0	103	3160	200	-1680580457	2020-01-06 00:15:36	18096542	852495655	42416187	15	-1	-1	-1
20200106-001536	ItemAdd	2658419126	tinykidpro	ThuongKawaii	799	LoLi Tea	1	100	1445	2809			0		0	0	0	0	DiÖu D­¬ng-C¶m Thiªn	0	6	9002	300	885260708	2020-01-06 00:15:36	55646804	42285385	55385261	15	-1	-1	-1
20200106-001550	large_str	Pay[/settings/static_script/cheat/gm_item_tifuzhiyin.lua|Get_Money]			0		2936920919	0	0	0			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20200106-001550	MoneyEarn	2936920919	tinykidpro	ThuongKawaii	799	LoLi Tea	40000000	100	1445	2809			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20200106-001558	large_str	AddItem[/settings/static_script/cheat/gm_item_tifuzhiyin.lua|Get_JinShe]			0		1105672572	0	0	0			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20200106-001558	ItemAdd	1105672572	tinykidpro	ThuongKawaii	799	LoLi Tea	1	100	1445	2809			0		0	0	0	0	¸o Choµng Ngò Hµnh ¢	0	152	9	100	-1658831347	2020-01-06 00:15:58	0	0	0	15	-1	-1	-1
20200106-001558	ItemAdd	1105672572	tinykidpro	ThuongKawaii	799	LoLi Tea	1	100	1445	2809			0		0	0	0	0	Huy Ch­¬ng ¢m ChÕ ng	0	153	9	100	1751983035	2020-01-06 00:15:58	0	0	0	15	-1	-1	-1
20200106-001558	ItemAdd	1105672572	tinykidpro	ThuongKawaii	799	LoLi Tea	1	100	1445	2809			0		0	0	0	0	ChiÕn Hµi ¢m ChÕ ngò	0	154	9	100	-1760834691	2020-01-06 00:15:58	0	0	0	15	-1	-1	-1
20200106-001611	large_str	AddItem[/settings/static_script/cheat/gm_item_tifuzhiyin.lua|Get_Book_ZhenJuan]			0		4087633934	0	0	0			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20200106-001611	ItemAdd	4087633934	tinykidpro	ThuongKawaii	799	LoLi Tea	1	100	1445	2809			0		0	0	0	0	TrÊn Qu©n Phi Long T	0	107	214	0	1017527198	2020-01-06 00:16:11	17367043	101254147	132353	0	-1	-1	-1
20200106-001611	ItemAdd	4087633934	tinykidpro	ThuongKawaii	799	LoLi Tea	1	100	1445	2809			0		0	0	0	0	TrÊn Qu©n Phi Long T	0	107	214	0	-2010655572	2020-01-06 00:16:11	17301508	134611972	131585	0	-1	-1	-1
20200106-001611	ItemAdd	4087633934	tinykidpro	ThuongKawaii	799	LoLi Tea	1	100	1445	2809			0		0	0	0	0	TrÊn Qu©n Phi Long T	0	107	214	0	-1021049718	2020-01-06 00:16:11	17367043	117965572	132097	0	-1	-1	-1
20200106-001611	ItemAdd	4087633934	tinykidpro	ThuongKawaii	799	LoLi Tea	1	100	1445	2809			0		0	0	0	0	TrÊn Qu©n Phi Long T	0	107	214	0	-1150643528	2020-01-06 00:16:11	17170436	185008899	131073	0	-1	-1	-1
20200106-001611	ItemAdd	4087633934	tinykidpro	ThuongKawaii	799	LoLi Tea	1	100	1445	2809			0		0	0	0	0	TrÊn Qu©n Phi Long T	0	107	214	0	1336040118	2020-01-06 00:16:11	17301508	185271043	132097	0	-1	-1	-1
20200106-001611	ItemAdd	4087633934	tinykidpro	ThuongKawaii	799	LoLi Tea	1	100	1445	2809			0		0	0	0	0	TrÊn Qu©n Phi Long T	0	107	176	0	-1856754684	2020-01-06 00:16:11	17235971	184877826	131329	0	-1	-1	-1
20200106-001611	ItemAdd	4087633934	tinykidpro	ThuongKawaii	799	LoLi Tea	1	100	1445	2809			0		0	0	0	0	TrÊn Qu©n Phi Long T	0	107	176	0	-665671134	2020-01-06 00:16:11	17498115	168100866	131841	0	-1	-1	-1
20200106-001611	ItemAdd	4087633934	tinykidpro	ThuongKawaii	799	LoLi Tea	1	100	1445	2809			0		0	0	0	0	TrÊn Qu©n Phi Long T	0	107	176	0	-831050608	2020-01-06 00:16:11	17498115	151258114	131585	0	-1	-1	-1
20200106-001611	ItemAdd	4087633934	tinykidpro	ThuongKawaii	799	LoLi Tea	1	100	1445	2809			0		0	0	0	0	TrÊn Qu©n Phi Long T	0	107	176	0	132882126	2020-01-06 00:16:11	17498115	100860674	131585	0	-1	-1	-1
20200106-001611	ItemAdd	4087633934	tinykidpro	ThuongKawaii	799	LoLi Tea	1	100	1445	2809			0		0	0	0	0	TrÊn Qu©n Phi Long T	0	107	176	0	-1753653156	2020-01-06 00:16:11	17432580	117637890	131329	0	-1	-1	-1
20200106-001611	ItemAdd	4087633934	tinykidpro	ThuongKawaii	799	LoLi Tea	1	100	1445	2809			0		0	0	0	0	L¨ng Ba Vi Bé toµn t	0	112	158	0	127214778	2020-01-06 00:16:11	0	0	10240	0	-1	-1	-1
20200106-001623	ItemAdd	IBShop	tinykidpro	ThuongKawaii	799	LoLi Tea	1	100	1445	2809			0		0	0	0	0	Háa Kú L©n	0	105	30004	800	-507602411	2020-01-06 00:16:23	26421563	0	0	0	2	2	1
20200106-001634	ItemAdd	IBShop	tinykidpro	ThuongKawaii	799	LoLi Tea	1	100	1445	2809			0		0	0	0	0	V¹n VËt Quy Nguyªn §	2	1	495	1	1238095093	2020-01-06 00:16:34	0	0	0	0	2	2	1
