20200208-004707	Key	Action	Acc1	Role1	Lv1	Tong1	Num1	Map1	PosX	PosY	Acc2	Role2	Lv2	Tong2	Num2	Map2	Pos2X	Pos2Y	ItemName	ItemG	ItemD	IitemP	ItemDur	ItemSeed	GenTime	Socket1	Socket2	Socket3	EnhanceTimes	Place	X	Y
20200208-004803	large_str	AddItem[/script/global/playerloginin.lua|main]			0		2471460818	0	0	0			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20200208-004803	ItemAdd	2471460818	ttt	taothunha	1		1	200	1185	2828			0		0	0	0	0	S­ §å ThiÕp	2	1	587	1	-1836909299	2020-02-08 00:48:03	1073676288	1073676288	1073676288	0	-1	-1	-1
20200208-004803	ItemAdd	2471460818	ttt	taothunha	1		1	200	1185	2828			0		0	0	0	0	CÈm Nang §¹i Sù KiÖn	2	1	30045	1	1215798738	2020-02-08 00:48:03	1073676288	1073676288	1073676288	0	-1	-1	-1
20200208-004803	ItemAdd	2471460818	ttt	taothunha	1		1	200	1185	2828			0		0	0	0	0	NguyÖt L­îng Thè luy	2	0	1043	1	1085805964	2020-02-08 00:48:03	1073676288	1073676288	1073676288	0	-1	-1	-1
20200208-004803	ItemAdd	2471460818	ttt	taothunha	1		1	200	1185	2828			0		0	0	0	0	TiÕu ng¹o giang hå l	2	1	30240	1	1252313725	2020-02-08 00:48:03	1073676288	1073676288	1073676288	0	-1	-1	-1
20200208-004803	large_str	AddItem[/script/misc/observer/observer.lua|NoFunc]			0		207423358	0	0	0			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20200208-004803	ItemAdd	207423358	ttt	taothunha	1		1	200	1185	2828			0		0	0	0	0	GM Item	2	1	30644	1	-2135442430	2020-02-08 00:48:03	1073676288	1073676288	1073676288	0	-1	-1	-1
20200208-004804	large_str	AddItem[/script/global/playerloginin.lua|_never_show_login_message]			0		1866858960	0	0	0			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20200208-004804	ItemAdd	1866858960	ttt	taothunha	1		1	200	1185	2828			0		0	0	0	0	Tñ ¸o Thiªn BiÕn TiÕ	2	1	30494	1	-654300868	2020-02-08 00:48:04	1073676288	1073676288	1073676288	0	-1	-1	-1
20200208-004812	large_str	AddItem[/settings/static_script/cheat/gm_item_tifuzhiyin.lua|join_sl]			0		2726618235	0	0	0			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20200208-004812	ItemAdd	2726618235	ttt	taothunha	699		1	200	1185	2837			0		0	0	0	0	Phiªu Vò	0	105	15	15000	253863501	2020-02-08 00:48:12	26418120	0	0	0	-1	-1	-1
20200208-004812	ItemAdd	2726618235	ttt	taothunha	699		1	200	1185	2837			0		0	0	0	0	ChiÕn ThÇn hoµn	2	1	1005	1	1215288180	2020-02-08 00:48:12	1073676288	1073676288	1073676288	0	-1	-1	-1
20200208-004812	ItemAdd	2726618235	ttt	taothunha	699		1	200	1185	2837			0		0	0	0	0	ThÇn hµnh b¶o ®iÓn	0	200	40	1000	-1407527803	2020-02-08 00:48:12	1073676288	1073676288	1073676288	0	-1	-1	-1
20200208-004812	ItemAdd	2726618235	ttt	taothunha	699		1	200	1185	2837			0		0	0	0	0	Kú L©n hoµn	2	1	1003	1	-610943830	2020-02-08 00:48:12	1073676288	1073676288	1073676288	0	-1	-1	-1
