20200206-010437	Key	Action	Acc1	Role1	Lv1	Tong1	Num1	Map1	PosX	PosY	Acc2	Role2	Lv2	Tong2	Num2	Map2	Pos2X	Pos2Y	ItemName	ItemG	ItemD	IitemP	ItemDur	ItemSeed	GenTime	Socket1	Socket2	Socket3	EnhanceTimes	Place	X	Y
20200206-010506	MoneyPay	PrePay	an	ioNaruto	799		1500	500	1844	3053			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20200206-010540	large_str	Pay[/script/online/viet_event/Battle_TieuPhuong/TieuPhuong.lua|main]			0		444254051	0	0	0			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20200206-010540	MoneyPay	444254051	an	ioNaruto	799		990000	200	1348	2864			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20200206-010615	large_str	AddItem[/script/newbattles/quartermaster_npc.lua|want_medicine]			0		1689361310	0	0	0			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20200206-010615	ItemAdd	1689361310	an	ioNaruto	799		40	884	1520	3756			0		0	0	0	0	Sinh Sinh Hãa T¸n	1	0	205	40	1232318425	2020-02-06 01:06:15	1073676288	1073676288	1073676288	0	-1	-1	-1
20200206-010615	ItemAdd	1689361310	an	ioNaruto	799		40	884	1520	3756			0		0	0	0	0	Ngäc Cao t¸n	1	0	204	40	-453380230	2020-02-06 01:06:15	1073676288	1073676288	1073676288	0	-1	-1	-1
20200206-010615	ItemAdd	1689361310	an	ioNaruto	799		40	884	1520	3756			0		0	0	0	0	V¹n VËt Quy Nguyªn ®	1	0	206	40	309267331	2020-02-06 01:06:15	1073676288	1073676288	1073676288	0	-1	-1	-1
20200206-010642	ItemConsume	ClearItemInPos	an	ioNaruto	799		1	884	1520	3755			0		0	0	0	0	GM Item	2	1	30644	1	-517415119	2020-01-25 22:21:49	1073676288	1073676288	1073676288	0	2	0	0
20200206-010642	ItemConsume	ClearItemInPos	an	ioNaruto	799		1	884	1520	3755			0		0	0	0	0	CÈm Nang §¹i Sù KiÖn	2	1	30045	1	1582990292	2020-01-26 00:21:40	1073676288	1073676288	1073676288	0	2	1	0
20200206-010642	ItemConsume	ClearItemInPos	an	ioNaruto	799		1	884	1520	3755			0		0	0	0	0	NguyÖt L­îng Thè luy	2	0	1043	1	1801597214	2020-01-26 00:21:40	1073676288	1073676288	1073676288	0	2	2	0
20200206-010642	ItemConsume	ClearItemInPos	an	ioNaruto	799		1	884	1520	3755			0		0	0	0	0	TiÕu ng¹o giang hå l	2	1	30240	1	25777208	2020-01-26 00:21:40	1073676288	1073676288	1073676288	0	2	3	0
20200206-010642	ItemConsume	ClearItemInPos	an	ioNaruto	799		1	884	1520	3755			0		0	0	0	0	Bøc th­ thÇn bÝ	2	0	30052	1	-2128245863	2020-01-26 00:21:40	1073676288	1073676288	1073676288	0	2	4	0
20200206-010642	ItemConsume	ClearItemInPos	an	ioNaruto	799		1	884	1520	3755			0		0	0	0	0	Liªu L«i Hæ T­íng Bµ	0	100	30227	0	-793124559	2020-01-26 00:22:28	4294902025	0	0	15	2	0	1
20200206-010642	ItemConsume	ClearItemInPos	an	ioNaruto	799		100	884	1520	3755			0		0	0	0	0	Kinh M¹ch §ång Nh©n	2	1	30730	100	687442385	2020-02-06 00:31:06	1073676288	1073676288	1073676288	0	2	1	1
20200206-010642	ItemConsume	ClearItemInPos	an	ioNaruto	799		100	884	1520	3755			0		0	0	0	0	Kinh M¹ch §ång Nh©n	2	1	30730	100	2083204434	2020-02-06 00:31:06	1073676288	1073676288	1073676288	0	2	2	1
20200206-010642	ItemConsume	ClearItemInPos	an	ioNaruto	799		1	884	1520	3755			0		0	0	0	0	TiÒm Long Tóc DiÖt C	0	107	30019	0	-1238243386	2020-02-06 00:52:59	419496704	421069828	197121	0	2	3	1
20200206-010642	ItemConsume	ClearItemInPos	an	ioNaruto	799		1	884	1520	3755			0		0	0	0	0	TiÒm Long Tóc DiÖt C	0	107	30019	0	1873864340	2020-02-06 00:52:59	419496960	421069571	197377	0	2	4	1
20200206-010642	ItemConsume	ClearItemInPos	an	ioNaruto	799		1	884	1520	3755			0		0	0	0	0	TiÒm Long Tóc DiÖt C	0	107	30019	4366	-552575057	2020-01-25 18:53:34	4294902784	4294902531	168034305	0	2	0	2
20200206-010642	ItemConsume	ClearItemInPos	an	ioNaruto	799		1	884	1520	3755			0		0	0	0	0	TiÒm Long Tóc DiÖt C	0	107	30019	0	-1228730848	2020-02-06 00:52:59	419496704	421069828	197633	0	2	1	2
20200206-010642	ItemConsume	ClearItemInPos	an	ioNaruto	799		1	884	1520	3755			0		0	0	0	0	TiÒm Long Tóc DiÖt C	0	107	30019	0	-1991558690	2020-02-06 00:52:59	419496960	421069827	197377	0	2	2	2
20200206-010642	ItemConsume	ClearItemInPos	an	ioNaruto	799		1	884	1520	3755			0		0	0	0	0	L¨ng Ba Vi Bé toµn t	0	112	158	0	1126496492	2020-02-06 00:52:59	0	0	10240	0	2	3	2
20200206-010642	ItemConsume	ClearItemInPos	an	ioNaruto	799		1	884	1520	3755			0		0	0	0	0	MËt TÞch Tiªu Dao	0	112	224	0	776494794	2020-02-06 00:52:59	0	0	0	0	2	4	2
20200206-010642	ItemConsume	ClearItemInPos	an	ioNaruto	799		1	884	1520	3755			0		0	0	0	0	NhÉn V« Cùc	0	102	31130	100	-1181304079	2020-02-06 00:53:31	1106262016	1930246144	1930246144	0	2	0	3
20200206-010642	ItemConsume	ClearItemInPos	an	ioNaruto	799		1	884	1520	3755			0		0	0	0	0	Minh Tinh Chi Giíi	0	102	31131	100	2086555053	2020-02-06 00:53:31	1106262016	1930246144	1930246144	0	2	1	3
20200206-010642	ItemConsume	ClearItemInPos	an	ioNaruto	799		1	884	1520	3755			0		0	0	0	0	NhÉn V« Cùc	0	102	31130	100	-1178017623	2020-02-06 00:53:31	1930246144	1930246144	1930246144	0	2	2	3
20200206-010642	ItemConsume	ClearItemInPos	an	ioNaruto	799		1	884	1520	3755			0		0	0	0	0	Minh Tinh Chi Giíi	0	102	31131	100	-1958760475	2020-02-06 00:53:31	1930246144	1930246144	1930246144	0	2	3	3
20200206-010642	ItemConsume	ClearItemInPos	an	ioNaruto	799		1	884	1520	3755			0		0	0	0	0	DiÖp Th­îng Thu Phon	0	108	953	359	1186093925	2020-02-06 00:53:41	1128871936	1930246144	1948989440	15	2	4	3
20200206-010642	ItemConsume	ClearItemInPos	an	ioNaruto	799		1	884	1520	3755			0		0	0	0	0	T­¬ng KiÕn Huan (Y)	0	109	725	355	-736635401	2020-01-23 00:41:39	1096165376	1096421376	1080440832	0	2	0	4
20200206-010642	ItemConsume	ClearItemInPos	an	ioNaruto	799		1	884	1520	3755			0		0	0	0	0	T­¬ng KiÕn Huan (h¹ 	0	110	725	359	-2107173215	2020-01-23 00:41:58	1096165376	1096421376	1080440832	0	2	1	4
20200206-010642	ItemConsume	ClearItemInPos	an	ioNaruto	799		1	884	1520	3755			0		0	0	0	0	T­¬ng KiÕn Huan (Kh«	0	108	725	359	-1469630595	2020-01-23 00:41:49	1096165376	1096421376	1080440832	0	2	2	4
20200206-010642	ItemConsume	ClearItemInPos	an	ioNaruto	799		1	884	1520	3755			0		0	0	0	0	DiÖp Th­îng Thu Phon	0	109	953	359	25252855	2020-02-06 00:53:41	1128871936	1930246144	1948989440	15	2	3	4
20200206-010642	ItemConsume	ClearItemInPos	an	ioNaruto	799		1	884	1520	3755			0		0	0	0	0	DiÖp Th­îng Thu Phon	0	110	953	359	712859780	2020-02-06 00:53:41	1128871936	1930246144	1948989440	15	2	4	4
20200206-010642	ItemConsume	ClearItemInPos	an	ioNaruto	799		1	884	1520	3755			0		0	0	0	0	DiÖp Th­îng Thu Phon	0	108	953	359	404744664	2020-02-06 00:53:41	1106262016	1930246144	1948989440	15	2	0	5
20200206-010642	ItemConsume	ClearItemInPos	an	ioNaruto	799		1	884	1520	3755			0		0	0	0	0	DiÖp Th­îng Thu Phon	0	109	953	358	790254146	2020-02-06 00:53:41	1106262016	1930246144	1948989440	15	2	1	5
20200206-010642	ItemConsume	ClearItemInPos	an	ioNaruto	799		1	884	1520	3755			0		0	0	0	0	DiÖp Th­îng Thu Phon	0	110	953	358	1977884935	2020-02-06 00:53:41	1106262016	1930246144	1948989440	15	2	2	5
20200206-010642	ItemConsume	ClearItemInPos	an	ioNaruto	799		1	884	1520	3755			0		0	0	0	0	Thiªn Vò Cµ Sa (Nãn)	0	108	713	360	1297776106	2020-02-06 00:53:59	1128871936	1930246144	1948989440	15	2	3	5
20200206-010642	ItemConsume	ClearItemInPos	an	ioNaruto	799		1	884	1520	3755			0		0	0	0	0	Thiªn Vò Cµ Sa (?o)	0	109	713	360	-80463772	2020-02-06 00:53:59	1128871936	1930246144	1948989440	15	2	4	5
20200206-010642	ItemConsume	ClearItemInPos	an	ioNaruto	799		1	884	1520	3755			0		0	0	0	0	Thiªn Vò Cµ Sa (QuÇn	0	110	713	360	-1873406418	2020-02-06 00:53:59	1128871936	1930246144	1948989440	15	2	0	6
20200206-010642	ItemConsume	ClearItemInPos	an	ioNaruto	799		40	884	1520	3755			0		0	0	0	0	Sinh Sinh Hãa T¸n	1	0	205	40	1232318425	2020-02-06 01:06:15	1073676288	1073676288	1073676288	0	2	1	6
20200206-010642	ItemConsume	ClearItemInPos	an	ioNaruto	799		40	884	1520	3755			0		0	0	0	0	Ngäc Cao t¸n	1	0	204	40	-453380230	2020-02-06 01:06:15	1073676288	1073676288	1073676288	0	2	2	6
20200206-010642	ItemConsume	ClearItemInPos	an	ioNaruto	799		40	884	1520	3755			0		0	0	0	0	V¹n VËt Quy Nguyªn ®	1	0	206	40	309267331	2020-02-06 01:06:15	1073676288	1073676288	1073676288	0	2	3	6
20200206-010642	large_str	AddItem[/settings/static_script/cheat/gm_item_tifuzhiyin.lua|ClearBagAllItem]			0		1216436836	0	0	0			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20200206-010642	ItemAdd	1216436836	an	ioNaruto	799		1	884	1520	3755			0		0	0	0	0	GM Item	2	1	30644	1	843601797	2020-02-06 01:06:42	1073676288	1073676288	1073676288	0	-1	-1	-1
20200206-010654	large_str	AddItem[/settings/static_script/cheat/gm_item_tifuzhiyin.lua|Get_T_TLS]			0		2105926030	0	0	0			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20200206-010654	ItemAdd	2105926030	an	ioNaruto	799		1	884	1520	3755			0		0	0	0	0	Tèng_Thanh Long Nguy	0	103	20368	360	-1559053398	2020-02-06 01:06:54	931469907	929368556	27137133	15	-1	-1	-1
20200206-010654	ItemAdd	2105926030	an	ioNaruto	799		1	884	1520	3755			0		0	0	0	0	Tèng_Thanh Long Nguy	0	101	20368	360	656422771	2020-02-06 01:06:54	931470166	929369910	27201759	15	-1	-1	-1
20200206-010654	ItemAdd	2105926030	an	ioNaruto	799		1	884	1520	3755			0		0	0	0	0	Tèng_Thanh Long Nguy	0	100	20368	360	-532720976	2020-02-06 01:06:54	931471207	929370000	27265587	15	-1	-1	-1
20200206-010654	ItemAdd	2105926030	an	ioNaruto	799		1	884	1520	3755			0		0	0	0	0	Tèng_Thanh Long Nguy	0	102	9560	100	-437445263	2020-02-06 01:06:54	931470404	928388233	27340424	15	-1	-1	-1
20200206-010654	ItemAdd	2105926030	an	ioNaruto	799		1	884	1520	3755			0		0	0	0	0	Tèng_Thanh Long Nguy	0	102	9624	100	-2068626170	2020-02-06 01:06:54	931469496	928388698	27004888	15	-1	-1	-1
20200206-010654	ItemAdd	2105926030	an	ioNaruto	799		1	884	1520	3755			0		0	0	0	0	Tèng_Thanh Long Nguy	0	102	9688	100	910724351	2020-02-06 01:06:54	931470779	928388793	27068898	15	-1	-1	-1
20200206-010654	ItemAdd	2105926030	an	ioNaruto	799		1	884	1520	3755			0		0	0	0	0	Liªu_Thanh Long T­ín	0	102	9752	100	-870155220	2020-02-06 01:06:54	931468377	928385971	928909813	15	-1	-1	-1
20200206-010654	ItemAdd	2105926030	an	ioNaruto	799		1	884	1520	3755			0		0	0	0	0	Tèng_Thanh Long Nguy	0	0	20368	300	1140542877	2020-02-06 01:06:54	931208261	929504375	892408591	15	-1	-1	-1
20200206-010721	ItemAdd	1689361310	an	ioNaruto	799		40	884	1517	3752			0		0	0	0	0	Sinh Sinh Hãa T¸n	1	0	205	40	148292463	2020-02-06 01:07:21	1073676288	1073676288	1073676288	0	-1	-1	-1
20200206-010721	ItemAdd	1689361310	an	ioNaruto	799		40	884	1517	3752			0		0	0	0	0	Ngäc Cao t¸n	1	0	204	40	1517484648	2020-02-06 01:07:21	1073676288	1073676288	1073676288	0	-1	-1	-1
