20190603-133708	Key	Action	Acc1	Role1	Lv1	Tong1	Num1	Map1	PosX	PosY	Acc2	Role2	Lv2	Tong2	Num2	Map2	Pos2X	Pos2Y	ItemName	ItemG	ItemD	IitemP	ItemDur	ItemSeed	GenTime	Socket1	Socket2	Socket3	EnhanceTimes	Place	X	Y
20190603-133801	large_str	AddItem[/script/global/playerloginin.lua|main]			0		2471460818	0	0	0			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20190603-133801	ItemAdd	2471460818	test000	jx2vltk	1		1	300	1637	3551			0		0	0	0	0	S­ §å ThiÕp	2	1	587	1	46186742	2019-06-03 13:38:01	1073676288	1073676288	1073676288	0	-1	-1	-1
20190603-133801	ItemAdd	2471460818	test000	jx2vltk	1		1	300	1637	3551			0		0	0	0	0	CÈm Nang §¹i Sù KiÖn	2	1	30045	1	2019683426	2019-06-03 13:38:01	1073676288	1073676288	1073676288	0	-1	-1	-1
20190603-133801	ItemAdd	2471460818	test000	jx2vltk	1		1	300	1637	3551			0		0	0	0	0	NguyÖt L­îng Thè luy	2	0	1043	1	-1102617907	2019-06-03 13:38:01	1073676288	1073676288	1073676288	0	-1	-1	-1
20190603-133801	ItemAdd	2471460818	test000	jx2vltk	1		1	300	1637	3551			0		0	0	0	0	TiÕu ng¹o giang hå l	2	1	30240	1	-961133623	2019-06-03 13:38:01	1073676288	1073676288	1073676288	0	-1	-1	-1
20190603-133801	large_str	AddItem[/script/misc/observer/observer.lua|NoFunc]			0		207423358	0	0	0			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20190603-133801	ItemAdd	207423358	test000	jx2vltk	1		1	300	1637	3551			0		0	0	0	0	GM Item	2	1	30644	1	-616918405	2019-06-03 13:38:01	1073676288	1073676288	1073676288	0	-1	-1	-1
20190603-133802	large_str	AddItem[/script/global/playerloginin.lua|_never_show_login_message]			0		1866858960	0	0	0			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20190603-133802	ItemAdd	1866858960	test000	jx2vltk	1		1	300	1637	3551			0		0	0	0	0	Tñ ¸o Thiªn BiÕn TiÕ	2	1	30494	1	-111969735	2019-06-03 13:38:02	1073676288	1073676288	1073676288	0	-1	-1	-1
20190603-133804	large_str	AddItem[/script/ÖÐÔ­¶þÇø/³É¶¼/npc/Ò°ÛÅ.lua|main]			0		757422198	0	0	0			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20190603-133804	ItemAdd	757422198	test000	jx2vltk	1		1	300	1638	3550			0		0	0	0	0	Giang hå chØ nam	2	0	505	1	883461511	2019-06-03 13:38:04	1073676288	1073676288	1073676288	0	-1	-1	-1
