MainName	SubName	MainId	SubId	ExtId	Count
DiXuanGong	MissionOpenCount	1	1	0	4
DiXuanGong	MissionOpenCount	1	1	1	672
DiXuanGong	JoinPlayerCount	1	2	0	3414
DiXuanGong	AllPassPlayerCount	1	3	0	84
DiXuanGong	Level80-89PlayerCount	1	4	0	0
DiXuanGong	Level90-99PlayerCount	1	5	0	3414
DiXuanGong	RebornPlayerCount	1	6	0	3414
DiXuanGong	BackDoorTotalCount	1	7	0	672
DiXuanGong	Forward3TotalCount	1	8	0	675
DiXuanGong	AllPassTotalCount	1	9	0	11
DiXuanGong	EnergyBoxOpenCount	1	10	0	0
DiXuanGong	TyHalidomOpenCount	1	11	0	5324
DiXuanGong	FindblackHandsCount	1	12	0	48
DiXuanGong	TianJiaoLing-UseCount	1	13	0	13327
DiXuanGong	TMGL-OutputCount	1	14	0	6
DiXuanGong	PlayerRouteCount	1	15	0	0
DiXuanGong	PlayerRouteCount	1	15	3	2
DiXuanGong	PlayerRouteCount	1	15	4	43
DiXuanGong	PlayerRouteCount	1	15	6	13
DiXuanGong	PlayerRouteCount	1	15	8	676
DiXuanGong	PlayerRouteCount	1	15	12	169
DiXuanGong	PlayerRouteCount	1	15	14	217
DiXuanGong	PlayerRouteCount	1	15	18	32
DiXuanGong	PlayerRouteCount	1	15	20	232
DiXuanGong	PlayerRouteCount	1	15	21	72
DiXuanGong	PlayerRouteCount	1	15	29	1958
DiXuanGong	Item3L-OutputCount	1	16	0	0
DiXuanGong	Item3X-OutputCount	1	17	0	0
DiXuanGong	ItemMYZ-OutputCount	1	18	0	0
DiXuanGong	ItemMYC-OutputCount	1	19	0	0
DiXuanGong	TaskChuTanFinishCount	1	20	0	7
DiXuanGong	TaskDaPoFinishCount	1	21	0	7
DiXuanGong	TaskZhuiXiongFinishCount	1	22	0	5
ItemBingJingShi	C2ItemXCount	2	1	0	0
ItemBingJingShi	C3ItemXCount	2	2	0	0
ItemBingJingShi	C2ItemLCount	2	3	0	0
ItemBingJingShi	C3ItemLCount	2	4	0	0
ItemBingJingShi	C4XiXinShiCount	2	5	0	0
ItemBingJingShi	C3LianTieLuCount	2	6	0	0
LingShan	OpenCount	3	1	0	0
LingShan	OpenPlayerCount	3	2	0	0
LingShan	AllPassPlayerCount	3	3	0	0
LingShan	OpenLevel80-89PlayerCount	3	4	0	0
LingShan	OpenLevel90-99PlayerCount	3	5	0	0
LingShan	OpenRebornPlayerCount	3	6	0	0
LingShan	BackDoorTotalCount	3	7	0	0
LingShan	First4StagePassCount	3	8	0	0
LingShan	AllPassTotalCount	3	9	0	0
LingShan	TianJiaoLingConsumeNum	3	10	0	0
