route	rank	name	point	zige_point	level	totlewin	totlelose	weekwin	weeklose
2	1	07*TuyetKieuPhong	418	290	96	247	164	16	10
2	2	22*TuyetKj3uPhong	408	280	96	230	154	47	41
2	3	07*TLDQuangTeo01	413	275	96	46	14	10	2
2	4	03*1PMrMapLaoDai	404	275	98	301	244	31	25
2	5	04*G4meOver	376	265	96	110	67	7	2
2	6	02*ZIiTransformer	364	240	99	95	49	7	5
2	7	02*ductien1011dx	364	230	98	207	177	35	28
2	8	10*SkyRunner	315	200	99	154	133	9	7
2	9	08*TuyetKi3uPhong	425	200	96	197	121	14	8
2	10	66*zTSzSoiStyle1st	349	200	97	122	77	7	5
2	11	01*ThÇn§aoC¸ChÐp	340	200	94	53	35	6	3
2	12	11*TµnChÝQu¸i§ao	257	200	95	62	86	2	7
2	13	23*IzAlejandro	243	200	98	73	70	1	8
2	14	25*HLxS2oIoVuaPk	251	190	98	74	63	6	4
2	15	15*ZzZo0oXxX	312	190	99	93	75	5	6
2	16	22*HuyenThoaiTLDNo1	482	190	97	265	192	22	5
2	17	07*ooMasterYi	324	190	99	155	101	4	5
2	18	09*1stSpring	356	185	99	122	95	9	4
2	19	09*ZzzTrauKoPkaiBo	354	185	99	60	37	29	22
2	20	17*ChipSexyboy2	114	185	96	35	54	0	8
2	21	03*DatMaDao	282	180	95	51	43	5	4
2	22	08*TTPGiangNhatLam	344	180	96	608	524	43	43
2	23	09*QuyDuHaTien	285	180	99	129	112	19	21
2	24	01*ICaChepI	235	175	91	29	30	2	7
2	25	03*IzoPigUNu	249	170	96	61	49	5	3
2	26	01*zZ4jZ4jn3v3rCrY	276	165	98	86	85	6	4
2	27	07*Truy3nThuy3tTLD	346	165	96	96	62	5	4
2	28	02*C«ngAnTh«n	280	160	99	39	30	4	5
2	29	09*hoangkilong	290	155	99	194	173	7	6
2	30	08*DavidHËu	328	150	99	89	59	5	4
2	31	07*izFilezi	374	140	95	47	23	28	19
2	32	09*Jx2iNgoaLong	357	140	95	130	76	6	3
2	33	07*zTBoKimHoµn	342	140	94	30	12	7	3
2	34	08*AcQuyCuongDam	346	140	99	80	57	6	3
2	35	08*DavidHau2828	302	130	99	72	58	4	5
2	36	08*ooRedbull	287	120	97	158	144	58	60
2	37	07*IoS¬nTiªnSinhBN	179	115	98	17	24	2	5
2	38	25*NeverBetting	342	100	98	73	38	8	5
2	39	20*DongHiep	308	100	99	84	68	4	5
2	40	16*xxXxxNhjcKxxXxx	409	100	95	207	147	19	10
2	41	15*oOoMaDaoZzZ	320	100	96	139	112	4	5
2	42	17*ColgateMaxFresh	286	100	97	34	27	17	12
2	43	20*KeHuiDiet	271	100	96	55	48	6	3
2	44	17*iPaNaDol	251	90	97	67	65	8	1
2	45	01*oIiHPxKhiCoEm	319	90	95	24	12	6	6
2	46	14*o0WaterBuffal0o	269	90	99	22	18	7	2
2	47	66*ZozzzzzNgayMaiz	352	90	92	23	7	14	6
2	48	62*oIvLýDiªnT«nGvIo	175	90	96	22	31	7	12
2	49	07*ZHarryPotter	291	85	98	68	53	8	9
2	50	22*oHoaVinho	228	85	99	106	92	24	31
2	51	02*ixNgaoOp	313	80	98	24	14	11	8
2	52	09*SilentLong	315	80	99	54	37	5	4
2	53	02*oTuyetKjeuPhong	390	80	96	169	108	20	14
2	54	08*TheSilentOfLove	341	80	96	103	75	7	6
2	55	08*achung	289	75	96	111	96	31	31
2	56	07*o0oVuaDauBepo0o	346	75	98	64	32	8	5
2	57	16*xxRayleighxx	383	75	99	356	292	16	13
2	58	09*KP3iiNhatDao	270	75	98	75	68	23	21
2	59	01*iSingleManzz	245	75	99	13	9	4	5
2	60	08*biebie	330	70	97	69	55	32	29
2	61	02*iMrChaien	382	70	97	107	70	14	9
2	62	68*GzTuKy	360	60	96	71	38	14	9
2	63	35*iiiiiiHoLy	358	55	97	133	67	7	4
2	64	07*TenoScorpioHero	257	55	99	51	46	6	5
2	65	08*KMSuVuong	345	50	99	29	11	13	7
2	66	25*1sMaDaoLaTo	276	0	98	16	9	16	9
2	67	07*AcQuyCuongDao	301	0	99	62	45	6	3
2	68	14*§éngVËtQuýHiÕm	303	0	97	55	45	19	17
2	69	39*o0KjmTheDuy0o	319	0	99	70	53	6	7
2	70	11*s2oPhi§ao	240	0	92	25	22	4	5
2	71	07*oOoBDKuTaioOo	284	0	99	35	24	11	12
2	72	70*nhovaem	289	0	96	100	89	3	6
2	73	43*oOThangBOzz	318	0	99	68	48	5	4
2	74	43*ChemGiokr	342	0	95	79	56	8	8
2	75	15*IxS2xINhøcN¸ch	266	0	98	74	64	6	5
2	76	24*ZoZNghiaHeRoZoZ	268	0	97	63	59	4	5
2	77	08*izMiroslavKlose	335	0	96	49	26	6	3
2	78	50*¢uD­¬ngTiªnSinh	357	0	96	84	46	6	3
2	79	62*GiangHoTjeuTu	239	0	98	40	33	5	6
2	80	07*x§AOPHñx	328	0	94	36	19	36	19
2	81	02*zHanVuongz	344	0	99	119	74	7	2
2	82	32*xTayMonDaiKax	189	0	97	107	107	3	6
2	83	25*YuongAlistar	316	0	92	21	6	9	6
2	84	08*69XÕpH×nh	336	0	95	41	24	12	7
2	85	01*§ÖNhÊt§ao	272	0	99	8	1	8	1
2	86	06*ZoHoaV«KhuyÕtoZ	229	0	99	59	62	6	13
2	87	07*zIS2IzCrazyPanda	197	0	93	23	31	2	7
3	1	22*zS2zKhongCamXucz	401	285	99	179	118	36	27
3	2	22*zThPzThunderII	391	280	95	129	61	11	5
3	3	03*VIPPoseidon	389	275	98	225	147	12	7
3	4	22*CoGiaoThaoZZ	385	265	98	289	218	22	13
3	5	03*o0Kh«ngYªu0o	381	260	96	274	216	19	15
3	6	17*NhiuDinhPro	370	255	98	112	80	6	3
3	7	01*ZzALitXangDerZz	375	250	99	207	161	22	18
3	8	07*SexxyBaby	378	245	96	65	39	15	10
3	9	06*IZkenvin	297	200	99	77	66	4	5
3	10	15*CaSaSanPum	360	200	99	69	39	11	5
3	11	62*0o0DnINOMAX0o0	336	200	98	245	198	7	6
3	12	10*HrThichTamMua	313	200	97	40	27	12	8
3	13	07*DauTroCxx9Cham	364	200	97	162	117	13	11
3	14	14*ZaTruTri	320	200	90	296	242	12	9
3	15	25*QuatarKill	269	190	99	127	116	6	5
3	16	09*zRainDropzCZ	396	190	98	114	47	10	7
3	17	02*D0oH0agVinho0C	310	185	98	69	50	5	4
3	18	09*iliYugoS2Yuri	325	185	98	93	56	8	8
3	19	04*zIzLoveAlice	355	185	97	90	63	6	3
3	20	20*JenyFerTuyÕt§ªm	287	185	97	91	71	4	5
3	21	02*NinePisff	290	180	99	93	79	5	4
3	22	62*ooMrKotexoo	307	180	95	48	36	4	5
3	23	08*oiATK90	342	180	99	184	142	14	10
3	24	66*toanthangai1	304	180	94	61	49	8	1
3	25	04*DoanThePhi	332	180	98	114	71	7	4
3	26	01*93HyKonGaNay	344	180	99	112	92	7	4
3	27	22*1StzTroVeCatBui	298	180	98	77	65	4	5
3	28	10*sIsBlue	257	180	99	26	18	5	4
3	29	06*BijLarDens777	249	180	98	25	19	4	5
3	30	15*oS2oThjckChoiGaj	356	175	93	28	9	11	6
3	31	15*StickMan	327	175	99	111	91	5	4
3	32	25*zVeLajNoiSua	247	175	96	53	53	4	5
3	33	01*TLTxxQuªn§iEm	350	170	98	80	53	6	3
3	34	22*73zXlNguoiAYeu	350	170	99	138	86	7	3
