MainName	SubName	MainId	SubId	ExtId	Count
DiXuanGong	MissionOpenCount	1	1	0	1
DiXuanGong	MissionOpenCount	1	1	1	16
DiXuanGong	JoinPlayerCount	1	2	0	68
DiXuanGong	AllPassPlayerCount	1	3	0	40
DiXuanGong	Level80-89PlayerCount	1	4	0	0
DiXuanGong	Level90-99PlayerCount	1	5	0	68
DiXuanGong	RebornPlayerCount	1	6	0	68
DiXuanGong	BackDoorTotalCount	1	7	0	16
DiXuanGong	Forward3TotalCount	1	8	0	17
DiXuanGong	AllPassTotalCount	1	9	0	10
DiXuanGong	EnergyBoxOpenCount	1	10	0	0
DiXuanGong	TyHalidomOpenCount	1	11	0	254
DiXuanGong	FindblackHandsCount	1	12	0	40
DiXuanGong	TianJiaoLing-UseCount	1	13	0	564
DiXuanGong	TMGL-OutputCount	1	14	0	0
DiXuanGong	PlayerRouteCount	1	15	0	0
DiXuanGong	PlayerRouteCount	1	15	4	11
DiXuanGong	PlayerRouteCount	1	15	8	17
DiXuanGong	PlayerRouteCount	1	15	12	6
DiXuanGong	PlayerRouteCount	1	15	14	11
DiXuanGong	PlayerRouteCount	1	15	18	8
DiXuanGong	PlayerRouteCount	1	15	20	6
DiXuanGong	PlayerRouteCount	1	15	29	9
DiXuanGong	Item3L-OutputCount	1	16	0	0
DiXuanGong	Item3X-OutputCount	1	17	0	0
DiXuanGong	ItemMYZ-OutputCount	1	18	0	0
DiXuanGong	ItemMYC-OutputCount	1	19	0	0
DiXuanGong	TaskChuTanFinishCount	1	20	0	3
DiXuanGong	TaskDaPoFinishCount	1	21	0	3
DiXuanGong	TaskZhuiXiongFinishCount	1	22	0	3
ItemBingJingShi	C2ItemXCount	2	1	0	0
ItemBingJingShi	C3ItemXCount	2	2	0	0
ItemBingJingShi	C2ItemLCount	2	3	0	0
ItemBingJingShi	C3ItemLCount	2	4	0	0
ItemBingJingShi	C4XiXinShiCount	2	5	0	0
ItemBingJingShi	C3LianTieLuCount	2	6	0	0
LingShan	OpenCount	3	1	0	1
LingShan	OpenCount	3	1	1	58
LingShan	OpenPlayerCount	3	2	0	178
LingShan	AllPassPlayerCount	3	3	0	170
LingShan	OpenLevel80-89PlayerCount	3	4	0	0
LingShan	OpenLevel90-99PlayerCount	3	5	0	178
LingShan	OpenRebornPlayerCount	3	6	0	178
LingShan	BackDoorTotalCount	3	7	0	58
LingShan	First4StagePassCount	3	8	0	59
LingShan	AllPassTotalCount	3	9	0	57
LingShan	TianJiaoLingConsumeNum	3	10	0	1652
LingShan	UseJuYiLingForBuffCount	3	11	0	0
LingShan	TianGangLingProduceNum	3	12	0	0
LingShan	OpenRoutePlayerCount	3	13	0	0
LingShan	OpenRoutePlayerCount	3	13	4	13
LingShan	OpenRoutePlayerCount	3	13	8	59
LingShan	OpenRoutePlayerCount	3	13	15	9
LingShan	OpenRoutePlayerCount	3	13	20	50
LingShan	OpenRoutePlayerCount	3	13	29	47
LingShan	PassRoutePlayerCount	3	14	0	0
LingShan	PassRoutePlayerCount	3	14	4	11
LingShan	PassRoutePlayerCount	3	14	8	57
LingShan	PassRoutePlayerCount	3	14	15	8
LingShan	PassRoutePlayerCount	3	14	20	48
LingShan	PassRoutePlayerCount	3	14	29	46
LingShan	TaskChuYanFinishCount	3	15	0	2
LingShan	TaskZhongYongFinishCount	3	16	0	2
LingShan	TaskDuoJunFinishCount	3	17	0	1
WanJianZhong	OpenCount	4	1	0	0
WanJianZhong	AllPassTotalCount	4	2	0	0
WanJianZhong	OpenPlayerCount	4	3	0	0
