MainName	SubName	MainId	SubId	ExtId	Count
DiXuanGong	MissionOpenCount	1	1	0	8
DiXuanGong	MissionOpenCount	1	1	1	1959
DiXuanGong	JoinPlayerCount	1	2	0	10081
DiXuanGong	AllPassPlayerCount	1	3	0	324
DiXuanGong	Level80-89PlayerCount	1	4	0	1
DiXuanGong	Level90-99PlayerCount	1	5	0	10080
DiXuanGong	RebornPlayerCount	1	6	0	10072
DiXuanGong	BackDoorTotalCount	1	7	0	1959
DiXuanGong	Forward3TotalCount	1	8	0	1959
DiXuanGong	AllPassTotalCount	1	9	0	57
DiXuanGong	EnergyBoxOpenCount	1	10	0	0
DiXuanGong	TyHalidomOpenCount	1	11	0	15203
DiXuanGong	FindblackHandsCount	1	12	0	265
DiXuanGong	TianJiaoLing-UseCount	1	13	0	38129
DiXuanGong	TMGL-OutputCount	1	14	0	10
DiXuanGong	PlayerRouteCount	1	15	0	0
DiXuanGong	PlayerRouteCount	1	15	3	1
DiXuanGong	PlayerRouteCount	1	15	4	577
DiXuanGong	PlayerRouteCount	1	15	6	62
DiXuanGong	PlayerRouteCount	1	15	8	1995
DiXuanGong	PlayerRouteCount	1	15	9	5
DiXuanGong	PlayerRouteCount	1	15	11	13
DiXuanGong	PlayerRouteCount	1	15	12	28
DiXuanGong	PlayerRouteCount	1	15	14	642
DiXuanGong	PlayerRouteCount	1	15	15	20
DiXuanGong	PlayerRouteCount	1	15	17	6
DiXuanGong	PlayerRouteCount	1	15	18	114
DiXuanGong	PlayerRouteCount	1	15	20	132
DiXuanGong	PlayerRouteCount	1	15	21	981
DiXuanGong	PlayerRouteCount	1	15	23	111
DiXuanGong	PlayerRouteCount	1	15	29	5394
DiXuanGong	Item3L-OutputCount	1	16	0	0
DiXuanGong	Item3X-OutputCount	1	17	0	0
DiXuanGong	ItemMYZ-OutputCount	1	18	0	0
DiXuanGong	ItemMYC-OutputCount	1	19	0	0
DiXuanGong	TaskChuTanFinishCount	1	20	0	23
DiXuanGong	TaskDaPoFinishCount	1	21	0	20
DiXuanGong	TaskZhuiXiongFinishCount	1	22	0	18
ItemBingJingShi	C2ItemXCount	2	1	0	0
ItemBingJingShi	C3ItemXCount	2	2	0	0
ItemBingJingShi	C2ItemLCount	2	3	0	0
ItemBingJingShi	C3ItemLCount	2	4	0	0
ItemBingJingShi	C4XiXinShiCount	2	5	0	0
ItemBingJingShi	C3LianTieLuCount	2	6	0	0
LingShan	OpenCount	3	1	0	5
LingShan	OpenCount	3	1	1	140
LingShan	OpenPlayerCount	3	2	0	567
LingShan	AllPassPlayerCount	3	3	0	523
LingShan	OpenLevel80-89PlayerCount	3	4	0	0
LingShan	OpenLevel90-99PlayerCount	3	5	0	567
LingShan	OpenRebornPlayerCount	3	6	0	567
LingShan	BackDoorTotalCount	3	7	0	140
LingShan	First4StagePassCount	3	8	0	142
LingShan	AllPassTotalCount	3	9	0	137
LingShan	TianJiaoLingConsumeNum	3	10	0	3500
