20200105-231640	Key	Action	Acc1	Role1	Lv1	Tong1	Num1	Map1	PosX	PosY	Acc2	Role2	Lv2	Tong2	Num2	Map2	Pos2X	Pos2Y	ItemName	ItemG	ItemD	IitemP	ItemDur	ItemSeed	GenTime	Socket1	Socket2	Socket3	EnhanceTimes	Place	X	Y
20200105-231741	large_str	AddItem[/script/global/playerloginin.lua|main]			0		2471460818	0	0	0			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20200105-231741	ItemAdd	2471460818	tinykidpro	demooooooooo	799		1	150	1650	3179			0		0	0	0	0	CÈm Nang §¹i Sù KiÖn	2	1	30045	1	-1461786460	2020-01-05 23:17:41	1073676288	1073676288	1073676288	0	-1	-1	-1
20200105-231741	ItemAdd	2471460818	tinykidpro	demooooooooo	799		1	150	1650	3179			0		0	0	0	0	NguyÖt L­îng Thè luy	2	0	1043	1	-662871055	2020-01-05 23:17:41	1073676288	1073676288	1073676288	0	-1	-1	-1
20200105-231741	ItemAdd	2471460818	tinykidpro	demooooooooo	799		1	150	1650	3179			0		0	0	0	0	TiÕu ng¹o giang hå l	2	1	30240	1	1334273709	2020-01-05 23:17:41	1073676288	1073676288	1073676288	0	-1	-1	-1
20200105-231741	ItemAdd	2471460818	tinykidpro	demooooooooo	799		1	150	1650	3179			0		0	0	0	0	Bøc th­ thÇn bÝ	2	0	30052	1	-1873393762	2020-01-05 23:17:41	1073676288	1073676288	1073676288	0	-1	-1	-1
20200105-231825	large_str	Pay[/settings/static_script/cheat/gm_item_tifuzhiyin.lua|Get_Money]			0		2936920919	0	0	0			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20200105-231825	MoneyEarn	2936920919	tinykidpro	demooooooooo	799		40000000	150	1649	3171			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20200105-231848	ItemAdd	2471460818	thuong	DemoDemo	799		1	300	1630	3561			0		0	0	0	0	CÈm Nang §¹i Sù KiÖn	2	1	30045	1	1688364806	2020-01-05 23:18:48	1073676288	1073676288	1073676288	0	-1	-1	-1
20200105-231848	ItemAdd	2471460818	thuong	DemoDemo	799		1	300	1630	3561			0		0	0	0	0	NguyÖt L­îng Thè luy	2	0	1043	1	2135545599	2020-01-05 23:18:48	1073676288	1073676288	1073676288	0	-1	-1	-1
20200105-231848	ItemAdd	2471460818	thuong	DemoDemo	799		1	300	1630	3561			0		0	0	0	0	TiÕu ng¹o giang hå l	2	1	30240	1	-1604709407	2020-01-05 23:18:48	1073676288	1073676288	1073676288	0	-1	-1	-1
20200105-231848	ItemAdd	2471460818	thuong	DemoDemo	799		1	300	1630	3561			0		0	0	0	0	Bøc th­ thÇn bÝ	2	0	30052	1	-344358858	2020-01-05 23:18:48	1073676288	1073676288	1073676288	0	-1	-1	-1
20200105-232003	ItemAdd	IBShop	thuong	DemoDemo	799		1	300	1630	3561			0		0	0	0	0	ThÇn hµnh b¶o ®iÓn	0	200	40	1000	-1091888212	2020-01-05 23:20:03	0	0	0	0	2	1	0
20200105-232032	large_str	AddItem[/settings/static_script/cheat/gm_item_tifuzhiyin.lua|TongOperation_Create]			0		1166980140	0	0	0			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20200105-232032	ItemAdd	1166980140	tinykidpro	demooooooooo	799		1	150	1646	3167			0		0	0	0	0	Cµn Kh«n phï	2	0	555	1	-1169902710	2020-01-05 23:20:32	1073676288	1073676288	1073676288	0	-1	-1	-1
20200105-232032	ItemAdd	1166980140	tinykidpro	demooooooooo	799		1	150	1646	3167			0		0	0	0	0	Héi Minh LÖnh Bµi	2	0	125	1	1402704644	2020-01-05 23:20:32	1073676288	1073676288	1073676288	0	-1	-1	-1
20200105-232041	MoneyPay	CreateTong	tinykidpro	demooooooooo	799		5000000	150	1646	3167			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20200105-232041	ItemConsume	ExpendIdx	tinykidpro	demooooooooo	799		1	150	1646	3167			0		0	0	0	0	Héi Minh LÖnh Bµi	2	0	125	1	1402704644	2020-01-05 23:20:32	1073676288	1073676288	1073676288	0	2	1	1
