MainName	SubName	MainId	SubId	ExtId	Count
DiXuanGong	MissionOpenCount	1	1	0	9
DiXuanGong	MissionOpenCount	1	1	1	709
DiXuanGong	JoinPlayerCount	1	2	0	4793
DiXuanGong	AllPassPlayerCount	1	3	0	756
DiXuanGong	Level80-89PlayerCount	1	4	0	0
DiXuanGong	Level90-99PlayerCount	1	5	0	4793
DiXuanGong	RebornPlayerCount	1	6	0	4793
DiXuanGong	BackDoorTotalCount	1	7	0	709
DiXuanGong	Forward3TotalCount	1	8	0	713
DiXuanGong	AllPassTotalCount	1	9	0	116
DiXuanGong	EnergyBoxOpenCount	1	10	0	0
DiXuanGong	TyHalidomOpenCount	1	11	0	6348
DiXuanGong	FindblackHandsCount	1	12	0	475
DiXuanGong	TianJiaoLing-UseCount	1	13	0	15183
DiXuanGong	TMGL-OutputCount	1	14	0	5
DiXuanGong	PlayerRouteCount	1	15	0	0
DiXuanGong	PlayerRouteCount	1	15	3	1
DiXuanGong	PlayerRouteCount	1	15	4	169
DiXuanGong	PlayerRouteCount	1	15	8	718
DiXuanGong	PlayerRouteCount	1	15	9	3
DiXuanGong	PlayerRouteCount	1	15	14	54
DiXuanGong	PlayerRouteCount	1	15	18	541
DiXuanGong	PlayerRouteCount	1	15	20	1
DiXuanGong	PlayerRouteCount	1	15	21	4
DiXuanGong	PlayerRouteCount	1	15	23	120
DiXuanGong	PlayerRouteCount	1	15	29	3182
DiXuanGong	Item3L-OutputCount	1	16	0	0
DiXuanGong	Item3X-OutputCount	1	17	0	0
DiXuanGong	ItemMYZ-OutputCount	1	18	0	0
DiXuanGong	ItemMYC-OutputCount	1	19	0	0
DiXuanGong	TaskChuTanFinishCount	1	20	0	8
DiXuanGong	TaskDaPoFinishCount	1	21	0	7
DiXuanGong	TaskZhuiXiongFinishCount	1	22	0	7
ItemBingJingShi	C2ItemXCount	2	1	0	0
ItemBingJingShi	C3ItemXCount	2	2	0	0
ItemBingJingShi	C2ItemLCount	2	3	0	0
ItemBingJingShi	C3ItemLCount	2	4	0	0
ItemBingJingShi	C4XiXinShiCount	2	5	0	12
ItemBingJingShi	C3LianTieLuCount	2	6	0	0
LingShan	OpenCount	3	1	0	1
LingShan	OpenCount	3	1	1	75
LingShan	OpenPlayerCount	3	2	0	329
LingShan	AllPassPlayerCount	3	3	0	309
LingShan	OpenLevel80-89PlayerCount	3	4	0	0
LingShan	OpenLevel90-99PlayerCount	3	5	0	329
LingShan	OpenRebornPlayerCount	3	6	0	329
LingShan	BackDoorTotalCount	3	7	0	75
LingShan	First4StagePassCount	3	8	0	75
LingShan	AllPassTotalCount	3	9	0	72
LingShan	TianJiaoLingConsumeNum	3	10	0	1624
LingShan	UseJuYiLingForBuffCount	3	11	0	0
LingShan	TianGangLingProduceNum	3	12	0	0
LingShan	OpenRoutePlayerCount	3	13	0	0
LingShan	OpenRoutePlayerCount	3	13	3	1
LingShan	OpenRoutePlayerCount	3	13	4	71
LingShan	OpenRoutePlayerCount	3	13	8	78
LingShan	OpenRoutePlayerCount	3	13	9	7
LingShan	OpenRoutePlayerCount	3	13	14	8
LingShan	OpenRoutePlayerCount	3	13	20	2
LingShan	OpenRoutePlayerCount	3	13	21	28
LingShan	OpenRoutePlayerCount	3	13	29	134
LingShan	PassRoutePlayerCount	3	14	0	0
LingShan	PassRoutePlayerCount	3	14	4	64
LingShan	PassRoutePlayerCount	3	14	8	74
LingShan	PassRoutePlayerCount	3	14	9	7
LingShan	PassRoutePlayerCount	3	14	14	6
LingShan	PassRoutePlayerCount	3	14	20	2
LingShan	PassRoutePlayerCount	3	14	21	27
LingShan	PassRoutePlayerCount	3	14	29	129
LingShan	TaskChuYanFinishCount	3	15	0	4
LingShan	TaskZhongYongFinishCount	3	16	0	3
LingShan	TaskDuoJunFinishCount	3	17	0	4
WanJianZhong	OpenCount	4	1	0	2
WanJianZhong	OpenCount	4	1	1	3
WanJianZhong	AllPassTotalCount	4	2	0	3
WanJianZhong	OpenPlayerCount	4	3	0	29
WanJianZhong	AllPassPlayerCount	4	4	0	17
