20141107-001218	Key	Action	Acc1	Role1	Lv1	Tong1	Num1	Map1	PosX	PosY	Acc2	Role2	Lv2	Tong2	Num2	Map2	Pos2X	Pos2Y	ItemName	ItemG	ItemD	IitemP	ItemDur	ItemSeed	GenTime	Socket1	Socket2	Socket3	EnhanceTimes	Place	X	Y
20141107-001318	ItemThrowAway	Player.ThrowAwayItem	1	o0oYUKIo0o	2		1	100	1387	3001			0		0	0	0	0	Giang hå chØ nam	2	0	505	1	1617012380	2014-11-07 00:08:30	1073676288	1073676288	1073676288	0	-1	-1	-1
20141107-001321	ItemPickUp	Player.PickItem	1	o0oYUKIo0o	2		1	100	1387	3001			0		0	0	0	0	Giang hå chØ nam	2	0	505	1	1617012380	2014-11-07 00:08:30	1073676288	1073676288	1073676288	0	2	2	1
20141107-001334	ItemConsume	BuySell.Sell	1	o0oYUKIo0o	2		1	100	1387	3001			0		0	0	0	0	Giang hå chØ nam	2	0	505	1	761973965	2014-11-07 00:08:41	1073676288	1073676288	1073676288	0	2	1	1
20141107-001334	ItemConsume	BuySell.Sell	1	o0oYUKIo0o	2		1	100	1387	3001			0		0	0	0	0	Giang hå chØ nam	2	0	505	1	1617012380	2014-11-07 00:08:30	1073676288	1073676288	1073676288	0	2	2	1
20141107-001335	ItemConsume	BuySell.Sell	1	o0oYUKIo0o	2		1	100	1387	3001			0		0	0	0	0	Giang hå chØ nam	2	0	505	1	-591775598	2014-11-07 00:08:49	1073676288	1073676288	1073676288	0	2	3	1
20141107-001336	ItemConsume	BuySell.Sell	1	o0oYUKIo0o	2		1	100	1387	3001			0		0	0	0	0	TiÕu ng¹o giang hå l	2	1	30240	1	989091890	2014-11-07 00:08:10	1073676288	1073676288	1073676288	0	2	3	0
20141107-001403	large_str	AddItem[/settings/static_script/cheat/gm_item_tifuzhiyin.lua|Process_Equip_LingTu]			0		4273203612	0	0	0			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20141107-001403	ItemAdd	4273203612	1	o0oYUKIo0o	690		1	100	1387	3001			0		0	0	0	0	Linh §å Giíi (tr¸i)	0	102	30221	100	-1352463207	2014-11-07 00:14:03	0	0	0	0	-1	-1	-1
20141107-001403	ItemAdd	4273203612	1	o0oYUKIo0o	690		1	100	1387	3001			0		0	0	0	0	Linh §å Giíi (ph¶i)	0	102	30222	100	-1163180825	2014-11-07 00:14:03	0	0	0	0	-1	-1	-1
20141107-001403	ItemAdd	4273203612	1	o0oYUKIo0o	690		1	100	1387	3001			0		0	0	0	0	Linh §å KiÕm	0	2	30211	300	1620637765	2014-11-07 00:14:03	0	0	0	10	-1	-1	-1
20141107-001403	ItemAdd	4273203612	1	o0oYUKIo0o	690		1	100	1387	3001			0		0	0	0	0	Linh §å Trang (th­¬n	0	101	30238	100	-347063446	2014-11-07 00:14:03	0	0	0	10	-1	-1	-1
20141107-001403	ItemAdd	4273203612	1	o0oYUKIo0o	690		1	100	1387	3001			0		0	0	0	0	Linh §å Trang (ngo¹i	0	101	30242	100	2045668047	2014-11-07 00:14:03	0	0	0	10	-1	-1	-1
20141107-001403	ItemAdd	4273203612	1	o0oYUKIo0o	690		1	100	1387	3001			0		0	0	0	0	Linh §å Trang (néi)	0	101	30246	100	-1083683000	2014-11-07 00:14:03	0	0	0	10	-1	-1	-1
20141107-001403	ItemAdd	4273203612	1	o0oYUKIo0o	690		1	100	1387	3001			0		0	0	0	0	Linh §å Y	0	100	30238	100	2063325989	2014-11-07 00:14:03	0	0	0	10	-1	-1	-1
