20200103-154824	Key	Action	Acc1	Role1	Lv1	Tong1	Num1	Map1	PosX	PosY	Acc2	Role2	Lv2	Tong2	Num2	Map2	Pos2X	Pos2Y	ItemName	ItemG	ItemD	IitemP	ItemDur	ItemSeed	GenTime	Socket1	Socket2	Socket3	EnhanceTimes	Place	X	Y
20200103-154910	large_str	AddItem[/script/global/playerloginin.lua|main]			0		2471460818	0	0	0			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20200103-154910	ItemAdd	2471460818	thuong2	123123123	1		1	200	1185	2828			0		0	0	0	0	S­ §å ThiÕp	2	1	587	1	-15193925	2020-01-03 15:49:10	1073676288	1073676288	1073676288	0	-1	-1	-1
20200103-154910	ItemAdd	2471460818	thuong2	123123123	1		1	200	1185	2828			0		0	0	0	0	CÈm Nang §¹i Sù KiÖn	2	1	30045	1	-875720489	2020-01-03 15:49:10	1073676288	1073676288	1073676288	0	-1	-1	-1
20200103-154910	ItemAdd	2471460818	thuong2	123123123	1		1	200	1185	2828			0		0	0	0	0	NguyÖt L­îng Thè luy	2	0	1043	1	-2101975324	2020-01-03 15:49:10	1073676288	1073676288	1073676288	0	-1	-1	-1
20200103-154910	ItemAdd	2471460818	thuong2	123123123	1		1	200	1185	2828			0		0	0	0	0	TiÕu ng¹o giang hå l	2	1	30240	1	380639600	2020-01-03 15:49:10	1073676288	1073676288	1073676288	0	-1	-1	-1
20200103-154910	large_str	AddItem[/script/misc/observer/observer.lua|NoFunc]			0		207423358	0	0	0			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20200103-154910	ItemAdd	207423358	thuong2	123123123	1		1	200	1185	2828			0		0	0	0	0	EoPi Noriko	2	1	30644	1	-345448294	2020-01-03 15:49:10	1073676288	1073676288	1073676288	0	-1	-1	-1
20200103-154912	large_str	AddItem[/script/global/playerloginin.lua|_never_show_login_message]			0		1866858960	0	0	0			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20200103-154912	ItemAdd	1866858960	thuong2	123123123	1		1	200	1185	2828			0		0	0	0	0	Tñ ¸o Thiªn BiÕn TiÕ	2	1	30494	1	-473259229	2020-01-03 15:49:12	1073676288	1073676288	1073676288	0	-1	-1	-1
20200103-154926	large_str	Pay[/settings/static_script/cheat/gm_item_tifuzhiyin.lua|Get_Money]			0		2936920919	0	0	0			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20200103-154926	MoneyEarn	2936920919	thuong2	123123123	799		40000000	200	1183	2837			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20200103-154959	ItemAdd	2471460818	thuong2	123123123	799		1	200	1183	2837			0		0	0	0	0	Bøc th­ thÇn bÝ	2	0	30052	1	-1859736061	2020-01-03 15:49:59	1073676288	1073676288	1073676288	0	-1	-1	-1
20200103-155018	large_str	AddItem[/settings/static_script/cheat/gm_item_tifuzhiyin.lua|Get_YaoYang_15]			0		2658419126	0	0	0			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20200103-155018	ItemAdd	2658419126	thuong2	123123123	799		1	200	1183	2837			0		0	0	0	0	DiÖu D­¬ng Thiªn Cun	0	102	3190	100	84224483	2020-01-03 15:50:18	42286314	55250045	55190672	0	-1	-1	-1
20200103-155018	ItemAdd	2658419126	thuong2	123123123	799		1	200	1183	2837			0		0	0	0	0	DiÖu D­¬ng Thiªn Cun	0	102	3191	100	1460025824	2020-01-03 15:50:18	42483208	55250691	55190343	0	-1	-1	-1
20200103-155018	ItemAdd	2658419126	thuong2	123123123	799		1	200	1183	2837			0		0	0	0	0	DiÖu D­¬ng Thiªn Cun	0	102	3192	100	-129996703	2020-01-03 15:50:18	42612943	55249682	55190646	0	-1	-1	-1
20200103-155018	ItemAdd	2658419126	thuong2	123123123	799		1	200	1183	2837			0		0	0	0	0	DiÖu D­¬ng Thiªn Cun	0	102	3193	100	2027703990	2020-01-03 15:50:18	42548708	55249365	55190534	0	-1	-1	-1
20200103-155018	ItemAdd	2658419126	thuong2	123123123	799		1	200	1183	2837			0		0	0	0	0	DiÖu D­¬ng Thiªn Cun	0	102	3194	100	-1968763793	2020-01-03 15:50:18	42418135	55250746	55189784	0	-1	-1	-1
20200103-155018	ItemAdd	2658419126	thuong2	123123123	799		1	200	1183	2837			0		0	0	0	0	DiÖu D­¬ng-PhËt TrÇn	0	100	3140	250	-256068516	2020-01-03 15:50:18	852303669	55913584	42613539	15	-1	-1	-1
20200103-155018	ItemAdd	2658419126	thuong2	123123123	799		1	200	1183	2837			0		0	0	0	0	DiÖu D­¬ng-PhËt TrÇn	0	101	3140	200	1365638541	2020-01-03 15:50:18	852300296	852629752	42416719	15	-1	-1	-1
20200103-155018	ItemAdd	2658419126	thuong2	123123123	799		1	200	1183	2837			0		0	0	0	0	DiÖu D­¬ng-PhËt TrÇn	0	103	3140	200	1135708242	2020-01-03 15:50:18	18096860	852494689	42482580	15	-1	-1	-1
20200103-155018	ItemAdd	2658419126	thuong2	123123123	799		1	200	1183	2837			0		0	0	0	0	DiÖu D­¬ng-PhËt TrÇn	0	10	8997	300	398673723	2020-01-03 15:50:18	55712852	42613062	32187370	15	-1	-1	-1
20200103-155032	ItemAdd	IBShop	thuong2	123123123	799		1	200	1183	2837			0		0	0	0	0	ThÇn hµnh b¶o ®iÓn	0	200	40	1000	-5393237	2020-01-03 15:50:32	0	0	0	0	2	2	1
20200103-155107	ItemAdd	IBShop	thuong2	123123123	799		1	300	1865	3618			0		0	0	0	0	Thñy Kú LÇn	0	105	30002	800	1548428954	2020-01-03 15:51:07	26422465	0	0	0	2	3	1
20200103-155258	large_str	AddItem[/settings/static_script/cheat/gm_item_tifuzhiyin.lua|Process_SanJianTao]			0		1740571182	0	0	0			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20200103-155258	ItemAdd	1740571182	thuong2	123123123	799		1	300	1858	3637			0		0	0	0	0	Tr­êng Hµi Du HiÖp	0	154	26	100	1848803991	2020-01-03 15:52:58	0	0	0	15	-1	-1	-1
20200103-155258	ItemAdd	1740571182	thuong2	123123123	799		1	300	1858	3637			0		0	0	0	0	Huy Ch­¬ng Du HiÖp	0	153	26	100	-1455721936	2020-01-03 15:52:58	0	0	0	15	-1	-1	-1
20200103-155258	ItemAdd	1740571182	thuong2	123123123	799		1	300	1858	3637			0		0	0	0	0	¸o Choµng Du HiÖp	0	152	26	100	-117910799	2020-01-03 15:52:58	0	0	0	15	-1	-1	-1
20200103-155258	ItemAdd	1740571182	thuong2	123123123	799		1	300	1858	3637			0		0	0	0	0	ChiÕn Hµi ThiÕt HuyÕ	0	154	27	100	-416200477	2020-01-03 15:52:58	0	0	0	15	-1	-1	-1
20200103-155258	ItemAdd	1740571182	thuong2	123123123	799		1	300	1858	3637			0		0	0	0	0	Huy Ch­¬ng ThiÕt Huy	0	153	27	100	-1515780896	2020-01-03 15:52:58	0	0	0	15	-1	-1	-1
20200103-155258	ItemAdd	1740571182	thuong2	123123123	799		1	300	1858	3637			0		0	0	0	0	¸o Choµng ThiÕt HuyÕ	0	152	27	100	428887905	2020-01-03 15:52:58	0	0	0	15	-1	-1	-1
20200103-155258	ItemAdd	1740571182	thuong2	123123123	799		1	300	1858	3637			0		0	0	0	0	§¹o Hµi V©n Du	0	154	28	100	-1398111818	2020-01-03 15:52:58	0	0	0	15	-1	-1	-1
20200103-155258	ItemAdd	1740571182	thuong2	123123123	799		1	300	1858	3637			0		0	0	0	0	Huy Ch­¬ng V©n Du	0	153	28	100	-985236625	2020-01-03 15:52:58	0	0	0	15	-1	-1	-1
20200103-155258	ItemAdd	1740571182	thuong2	123123123	799		1	300	1858	3637			0		0	0	0	0	¸o Choµng V©n Du	0	152	28	100	-18935972	2020-01-03 15:52:58	0	0	0	15	-1	-1	-1
20200103-155319	large_str	AddItem[/settings/static_script/cheat/gm_item_tifuzhiyin.lua|TongOperation_Create]			0		1166980140	0	0	0			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20200103-155319	ItemAdd	1166980140	thuong2	123123123	799		1	300	1860	3623			0		0	0	0	0	Cµn Kh«n phï	2	0	555	1	-190336993	2020-01-03 15:53:19	1073676288	1073676288	1073676288	0	-1	-1	-1
20200103-155319	ItemAdd	1166980140	thuong2	123123123	799		1	300	1860	3623			0		0	0	0	0	Héi Minh LÖnh Bµi	2	0	125	1	752293371	2020-01-03 15:53:19	1073676288	1073676288	1073676288	0	-1	-1	-1
20200103-155319	large_str	Pay[/settings/static_script/cheat/gm_item_tifuzhiyin.lua|TongOperation_Create]			0		3671564766	0	0	0			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20200103-155319	MoneyEarn	3671564766	thuong2	123123123	799		4000000	300	1860	3623			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20200103-155618	MoneyPay	CreateTong	thuong2	123123123	799		5000000	300	1860	3623			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20200103-155618	ItemConsume	ExpendIdx	thuong2	123123123	799		1	300	1860	3623			0		0	0	0	0	Héi Minh LÖnh Bµi	2	0	125	1	752293371	2020-01-03 15:53:19	1073676288	1073676288	1073676288	0	2	1	3
20200103-155618	ItemConsume	ExpendIdx	thuong2	123123123	799		1	300	1860	3623			0		0	0	0	0	Cµn Kh«n phï	2	0	555	1	-190336993	2020-01-03 15:53:19	1073676288	1073676288	1073676288	0	2	4	2
20200103-160121	ItemAdd	IBShop	thuong2	123123123	799	B?nh	1	301	1562	3171			0		0	0	0	0	§Êu hån	2	1	1157	1	835194212	2020-01-03 16:01:21	0	0	0	0	2	4	2
20200103-160121	ItemAdd	IBShop	thuong2	123123123	799	B?nh	1	301	1562	3171			0		0	0	0	0	§Êu hån	2	1	1157	1	-1421453233	2020-01-03 16:01:21	0	0	0	0	2	1	3
20200103-160121	ItemAdd	IBShop	thuong2	123123123	799	B?nh	1	301	1562	3171			0		0	0	0	0	§Êu hån	2	1	1157	1	1758614318	2020-01-03 16:01:21	0	0	0	0	2	2	3
20200103-160122	ItemAdd	IBShop	thuong2	123123123	799	B?nh	1	301	1562	3171			0		0	0	0	0	§Êu hån	2	1	1157	1	-1089848399	2020-01-03 16:01:22	0	0	0	0	2	1	4
20200103-160122	ItemAdd	IBShop	thuong2	123123123	799	B?nh	1	301	1562	3171			0		0	0	0	0	§Êu hån	2	1	1157	1	-938200376	2020-01-03 16:01:22	0	0	0	0	2	2	4
20200103-160123	ItemConsume	ExpendIdx	thuong2	123123123	799	B?nh	1	301	1562	3171			0		0	0	0	0	§Êu hån	2	1	1157	1	-1421453233	2020-01-03 16:01:21	0	0	0	0	2	1	3
20200103-160207	ItemAdd	IBShop	thuong2	123123123	799	B?nh	1	301	1559	3180			0		0	0	0	0	V¹n VËt Quy Nguyªn §	2	1	495	1	490483991	2020-01-03 16:02:07	0	0	0	0	2	1	3
20200103-160209	ItemConsume	ExpendIdx	thuong2	123123123	799	B?nh	1	301	1559	3180			0		0	0	0	0	§Êu hån	2	1	1157	1	-1089848399	2020-01-03 16:01:22	0	0	0	0	2	1	4
20200103-160210	ItemConsume	ExpendIdx	thuong2	123123123	799	B?nh	1	301	1559	3180			0		0	0	0	0	V¹n VËt Quy Nguyªn §	2	1	495	1	490483991	2020-01-03 16:02:07	0	0	0	0	2	1	3
20200103-160210	large_str	AddItem[/script/item/item_billing/xiaobaowanwuguiyuandan.lua|open_100_wanwuguiyuandan]			0		1339582481	0	0	0			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20200103-160210	ItemAdd	1339582481	thuong2	123123123	799	B?nh	100	301	1559	3180			0		0	0	0	0	V¹n VËt Quy Nguyªn §	1	0	11	100	2143891133	2020-01-03 16:02:10	1073676288	1073676288	1073676288	0	-1	-1	-1
20200103-160213	ItemConsume	ItemList.Use	thuong2	123123123	799	B?nh	1	301	1559	3180			0		0	0	0	0	V¹n VËt Quy Nguyªn §	1	0	11	100	2143891133	2020-01-03 16:02:10	1073676288	1073676288	1073676288	0	2	1	3
