20200103-151602	Key	Action	Acc1	Role1	Lv1	Tong1	Num1	Map1	PosX	PosY	Acc2	Role2	Lv2	Tong2	Num2	Map2	Pos2X	Pos2Y	ItemName	ItemG	ItemD	IitemP	ItemDur	ItemSeed	GenTime	Socket1	Socket2	Socket3	EnhanceTimes	Place	X	Y
20200103-151757	large_str	AddItem[/script/global/playerloginin.lua|main]			0		2471460818	0	0	0			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20200103-151757	ItemAdd	2471460818	thuong2	Demo123	1		1	300	1637	3551			0		0	0	0	0	S­ §å ThiÕp	2	1	587	1	2045745603	2020-01-03 15:17:57	1073676288	1073676288	1073676288	0	-1	-1	-1
20200103-151757	ItemAdd	2471460818	thuong2	Demo123	1		1	300	1637	3551			0		0	0	0	0	CÈm Nang §¹i Sù KiÖn	2	1	30045	1	-1185539745	2020-01-03 15:17:57	1073676288	1073676288	1073676288	0	-1	-1	-1
20200103-151757	ItemAdd	2471460818	thuong2	Demo123	1		1	300	1637	3551			0		0	0	0	0	NguyÖt L­îng Thè luy	2	0	1043	1	-832114367	2020-01-03 15:17:57	1073676288	1073676288	1073676288	0	-1	-1	-1
20200103-151757	ItemAdd	2471460818	thuong2	Demo123	1		1	300	1637	3551			0		0	0	0	0	TiÕu ng¹o giang hå l	2	1	30240	1	121155325	2020-01-03 15:17:57	1073676288	1073676288	1073676288	0	-1	-1	-1
20200103-151757	large_str	AddItem[/script/misc/observer/observer.lua|NoFunc]			0		207423358	0	0	0			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20200103-151757	ItemAdd	207423358	thuong2	Demo123	1		1	300	1637	3551			0		0	0	0	0	EoPi Noriko	2	1	30644	1	1532634703	2020-01-03 15:17:57	1073676288	1073676288	1073676288	0	-1	-1	-1
20200103-151810	large_str	AddItem[/script/global/playerloginin.lua|_never_show_login_message]			0		1866858960	0	0	0			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20200103-151810	ItemAdd	1866858960	thuong2	Demo123	1		1	300	1637	3551			0		0	0	0	0	Tñ ¸o Thiªn BiÕn TiÕ	2	1	30494	1	550280124	2020-01-03 15:18:10	1073676288	1073676288	1073676288	0	-1	-1	-1
20200103-151933	ItemAdd	2471460818	thuong2	Demo123	799		1	300	1644	3556			0		0	0	0	0	Bøc th­ thÇn bÝ	2	0	30052	1	882899406	2020-01-03 15:19:33	1073676288	1073676288	1073676288	0	-1	-1	-1
20200103-152558	large_str	AddItem[/settings/static_script/cheat/gm_item_tifuzhiyin.lua|Get_JinShe]			0		1105672572	0	0	0			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20200103-152558	ItemAdd	1105672572	thuong2	Demo123	799		1	300	1651	3547			0		0	0	0	0	¸o Choµng Ngò Hµnh ¢	0	152	9	100	2049843941	2020-01-03 15:25:58	0	0	0	15	-1	-1	-1
20200103-152558	ItemAdd	1105672572	thuong2	Demo123	799		1	300	1651	3547			0		0	0	0	0	Huy Ch­¬ng ¢m ChÕ ng	0	153	9	100	726985220	2020-01-03 15:25:58	0	0	0	15	-1	-1	-1
20200103-152558	ItemAdd	1105672572	thuong2	Demo123	799		1	300	1651	3547			0		0	0	0	0	ChiÕn Hµi ¢m ChÕ ngò	0	154	9	100	1472883285	2020-01-03 15:25:58	0	0	0	15	-1	-1	-1
20200103-152607	large_str	AddItem[/settings/static_script/cheat/gm_item_tifuzhiyin.lua|Get_YaoYang_15]			0		2658419126	0	0	0			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20200103-152607	ItemAdd	2658419126	thuong2	Demo123	799		1	300	1651	3547			0		0	0	0	0	DiÖu D­¬ng Thiªn Cun	0	102	3190	100	-604834442	2020-01-03 15:26:07	42287015	55250435	55190307	0	-1	-1	-1
20200103-152607	ItemAdd	2658419126	thuong2	Demo123	799		1	300	1651	3547			0		0	0	0	0	DiÖu D­¬ng Thiªn Cun	0	102	3191	100	-1444574673	2020-01-03 15:26:07	42483226	55249626	55190078	0	-1	-1	-1
20200103-152607	ItemAdd	2658419126	thuong2	Demo123	799		1	300	1651	3547			0		0	0	0	0	DiÖu D­¬ng Thiªn Cun	0	102	3192	100	-1507584740	2020-01-03 15:26:07	42613655	55249725	55189701	0	-1	-1	-1
20200103-152607	ItemAdd	2658419126	thuong2	Demo123	799		1	300	1651	3547			0		0	0	0	0	DiÖu D­¬ng Thiªn Cun	0	102	3193	100	-1789838003	2020-01-03 15:26:07	42548925	55249426	55189802	0	-1	-1	-1
20200103-152607	ItemAdd	2658419126	thuong2	Demo123	799		1	300	1651	3547			0		0	0	0	0	DiÖu D­¬ng Thiªn Cun	0	102	3194	100	-973057262	2020-01-03 15:26:07	42416891	55249837	55190365	0	-1	-1	-1
20200103-152607	ItemAdd	2658419126	thuong2	Demo123	799		1	300	1651	3547			0		0	0	0	0	DiÖu D­¬ng-§é KiÕp T	0	100	3130	250	1781250299	2020-01-03 15:26:07	852110729	55910141	42614573	15	-1	-1	-1
20200103-152607	ItemAdd	2658419126	thuong2	Demo123	799		1	300	1651	3547			0		0	0	0	0	DiÖu D­¬ng-§é KiÕp T	0	101	3130	200	1626816728	2020-01-03 15:26:07	852176366	852629607	42418029	15	-1	-1	-1
20200103-152607	ItemAdd	2658419126	thuong2	Demo123	799		1	300	1651	3547			0		0	0	0	0	DiÖu D­¬ng-§é KiÕp T	0	103	3130	200	1260948665	2020-01-03 15:26:07	18097578	852494353	42482110	15	-1	-1	-1
20200103-152607	ItemAdd	2658419126	thuong2	Demo123	799		1	300	1651	3547			0		0	0	0	0	DiÖu D­¬ng-§é KiÕp T	0	0	8993	300	-1041972242	2020-01-03 15:26:07	55321112	42614212	55451565	15	-1	-1	-1
20200103-153905	ItemAdd	AddItem[NoScript|NoFunc]	thuong2	Demo123	799		1	300	1647	3554			0		0	0	0	0	Nª Lª ®Þa ngôc	0	0	13	250	-290628330	2020-01-03 15:39:05	1128937472	1079261184	2048	0	-1	-1	-1
20200103-154237	ItemAdd	AddItem[NoScript|NoFunc]	thuong2	Demo123	799		1	300	1647	3554			0		0	0	0	0	Tói bÝ kiÕp ThiÕu L©	2	0	607	1	-981980627	2020-01-03 15:42:37	1073676288	1073676288	1073676288	0	-1	-1	-1
20200103-154255	ItemAdd	AddItem[NoScript|NoFunc]	thuong2	Demo123	799		1	300	1647	3554			0		0	0	0	0	ChiÕn Cuång Th¸nh Ch	0	0	30145	300	-979298597	2020-01-03 15:42:55	872487457	873072988	873729307	15	-1	-1	-1
20200103-154347	ItemAdd	AddItem[NoScript|NoFunc]	thuong2	Demo123	799		1	300	1647	3554			0		0	0	0	0	ChiÕn Cuång Th¸nh Ch	0	0	30145	300	2037675529	2020-01-03 15:43:47	872487766	873072758	873728440	15	-1	-1	-1
20200103-154353	ItemAdd	AddItem[NoScript|NoFunc]	thuong2	Demo123	799		1	300	1647	3554			0		0	0	0	0	ChiÕn Cuång Th¸nh Ch	0	0	30145	300	-2124118341	2020-01-03 15:43:53	872487302	873072729	1073809408	15	-1	-1	-1
20200103-154432	ItemAdd	AddItem[NoScript|NoFunc]	thuong2	Demo123	799		1	300	1647	3554			0		0	0	0	0	ChiÕn Cuång Th¸nh Ch	0	0	30145	300	-245332247	2020-01-03 15:44:32	1073809408	1073809408	1073809408	15	-1	-1	-1
20200103-154456	ItemAdd	AddItem[NoScript|NoFunc]	thuong2	Demo123	799		1	300	1647	3554			0		0	0	0	0	ChiÕn Cuång Th¸nh Ch	0	0	30145	300	127400092	2020-01-03 15:44:56	1073809408	1073809408	1073809408	15	-1	-1	-1
20200103-154456	ItemAdd	AddItem[NoScript|NoFunc]	thuong2	Demo123	799		1	300	1647	3554			0		0	0	0	0	ChiÕn Cuång Th¸nh Ch	0	0	30145	300	-107542835	2020-01-03 15:44:56	1073809408	1073809408	1073809408	15	-1	-1	-1
20200103-154456	ItemAdd	AddItem[NoScript|NoFunc]	thuong2	Demo123	799		1	300	1647	3554			0		0	0	0	0	ChiÕn Cuång Th¸nh Ch	0	0	30145	300	-1769440622	2020-01-03 15:44:56	1073809408	1073809408	1073809408	15	-1	-1	-1
20200103-154456	ItemAdd	AddItem[NoScript|NoFunc]	thuong2	Demo123	799		1	300	1647	3554			0		0	0	0	0	ChiÕn Cuång Th¸nh Ch	0	0	30145	300	1449268859	2020-01-03 15:44:56	1073809408	1073809408	1073809408	15	-1	-1	-1
20200103-154456	ItemAdd	AddItem[NoScript|NoFunc]	thuong2	Demo123	799		1	300	1647	3554			0		0	0	0	0	ChiÕn Cuång Th¸nh Ch	0	0	30145	300	-850490280	2020-01-03 15:44:56	1073809408	1073809408	1073809408	15	-1	-1	-1
20200103-154456	ItemAdd	AddItem[NoScript|NoFunc]	thuong2	Demo123	799		1	300	1647	3554			0		0	0	0	0	ChiÕn Cuång Th¸nh Ch	0	0	30145	300	-684990919	2020-01-03 15:44:56	1073809408	1073809408	1073809408	15	-1	-1	-1
20200103-154456	ItemAdd	AddItem[NoScript|NoFunc]	thuong2	Demo123	799		1	300	1647	3554			0		0	0	0	0	ChiÕn Cuång Th¸nh Ch	0	0	30145	300	877073262	2020-01-03 15:44:56	1073809408	1073809408	1073809408	15	-1	-1	-1
20200103-154456	ItemAdd	AddItem[NoScript|NoFunc]	thuong2	Demo123	799		1	300	1647	3554			0		0	0	0	0	ChiÕn Cuång Th¸nh Ch	0	0	30145	300	-1568484985	2020-01-03 15:44:56	1073809408	1073809408	1073809408	15	-1	-1	-1
20200103-154456	ItemAdd	AddItem[NoScript|NoFunc]	thuong2	Demo123	799		1	300	1647	3554			0		0	0	0	0	ChiÕn Cuång Th¸nh Ch	0	0	30145	300	379693396	2020-01-03 15:44:56	1073809408	1073809408	1073809408	15	-1	-1	-1
20200103-154456	ItemAdd	AddItem[NoScript|NoFunc]	thuong2	Demo123	799		1	300	1647	3554			0		0	0	0	0	ChiÕn Cuång Th¸nh Ch	0	0	30145	300	-1719064603	2020-01-03 15:44:56	1073809408	1073809408	1073809408	15	-1	-1	-1
20200103-154456	ItemAdd	AddItem[NoScript|NoFunc]	thuong2	Demo123	799		1	300	1647	3554			0		0	0	0	0	ChiÕn Cuång Th¸nh Ch	0	0	30145	300	1041496970	2020-01-03 15:44:56	1073809408	1073809408	1073809408	15	-1	-1	-1
20200103-154456	ItemAdd	AddItem[NoScript|NoFunc]	thuong2	Demo123	799		1	300	1647	3554			0		0	0	0	0	ChiÕn Cuång Th¸nh Ch	0	0	30145	300	387169491	2020-01-03 15:44:56	1073809408	1073809408	1073809408	15	-1	-1	-1
20200103-154456	ItemAdd	AddItem[NoScript|NoFunc]	thuong2	Demo123	799		1	300	1647	3554			0		0	0	0	0	ChiÕn Cuång Th¸nh Ch	0	0	30145	300	-1947587696	2020-01-03 15:44:56	1073809408	1073809408	1073809408	15	-1	-1	-1
20200103-154456	ItemAdd	AddItem[NoScript|NoFunc]	thuong2	Demo123	799		1	300	1647	3554			0		0	0	0	0	ChiÕn Cuång Th¸nh Ch	0	0	30145	300	-1641418799	2020-01-03 15:44:56	1073809408	1073809408	1073809408	15	-1	-1	-1
20200103-154456	ItemAdd	AddItem[NoScript|NoFunc]	thuong2	Demo123	799		1	300	1647	3554			0		0	0	0	0	ChiÕn Cuång Th¸nh Ch	0	0	30145	300	1389113062	2020-01-03 15:44:56	1073809408	1073809408	1073809408	15	-1	-1	-1
20200103-154456	ItemAdd	AddItem[NoScript|NoFunc]	thuong2	Demo123	799		1	300	1647	3554			0		0	0	0	0	ChiÕn Cuång Th¸nh Ch	0	0	30145	300	-669088673	2020-01-03 15:44:56	1073809408	1073809408	1073809408	15	-1	-1	-1
20200103-154456	ItemAdd	AddItem[NoScript|NoFunc]	thuong2	Demo123	799		1	300	1647	3554			0		0	0	0	0	ChiÕn Cuång Th¸nh Ch	0	0	30145	300	399519500	2020-01-03 15:44:56	1073809408	1073809408	1073809408	15	-1	-1	-1
20200103-154456	ItemAdd	AddItem[NoScript|NoFunc]	thuong2	Demo123	799		1	300	1647	3554			0		0	0	0	0	ChiÕn Cuång Th¸nh Ch	0	0	30145	300	-155614723	2020-01-03 15:44:56	1073809408	1073809408	1073809408	15	-1	-1	-1
20200103-154456	ItemAdd	AddItem[NoScript|NoFunc]	thuong2	Demo123	799		1	300	1647	3554			0		0	0	0	0	ChiÕn Cuång Th¸nh Ch	0	0	30145	300	-1699616382	2020-01-03 15:44:56	1073809408	1073809408	1073809408	15	-1	-1	-1
20200103-154456	ItemAdd	AddItem[NoScript|NoFunc]	thuong2	Demo123	799		1	300	1647	3554			0		0	0	0	0	ChiÕn Cuång Th¸nh Ch	0	0	30145	300	1898648619	2020-01-03 15:44:56	1073809408	1073809408	1073809408	15	-1	-1	-1
20200103-154456	ItemAdd	AddItem[NoScript|NoFunc]	thuong2	Demo123	799		1	300	1647	3554			0		0	0	0	0	ChiÕn Cuång Th¸nh Ch	0	0	30145	300	-2075717688	2020-01-03 15:44:56	1073809408	1073809408	1073809408	15	-1	-1	-1
20200103-154456	ItemAdd	AddItem[NoScript|NoFunc]	thuong2	Demo123	799		1	300	1647	3554			0		0	0	0	0	ChiÕn Cuång Th¸nh Ch	0	0	30145	300	851405417	2020-01-03 15:44:56	1073809408	1073809408	1073809408	15	-1	-1	-1
20200103-154456	ItemAdd	AddItem[NoScript|NoFunc]	thuong2	Demo123	799		1	300	1647	3554			0		0	0	0	0	ChiÕn Cuång Th¸nh Ch	0	0	30145	300	797484894	2020-01-03 15:44:56	1073809408	1073809408	1073809408	15	-1	-1	-1
20200103-154456	ItemAdd	AddItem[NoScript|NoFunc]	thuong2	Demo123	799		1	300	1647	3554			0		0	0	0	0	ChiÕn Cuång Th¸nh Ch	0	0	30145	300	1082890295	2020-01-03 15:44:56	1073809408	1073809408	1073809408	15	-1	-1	-1
20200103-154456	ItemAdd	AddItem[NoScript|NoFunc]	thuong2	Demo123	799		1	300	1647	3554			0		0	0	0	0	ChiÕn Cuång Th¸nh Ch	0	0	30145	300	2093574596	2020-01-03 15:44:56	1073809408	1073809408	1073809408	15	-1	-1	-1
20200103-154456	ItemAdd	AddItem[NoScript|NoFunc]	thuong2	Demo123	799		1	300	1647	3554			0		0	0	0	0	ChiÕn Cuång Th¸nh Ch	0	0	30145	300	-1484032747	2020-01-03 15:44:56	1073809408	1073809408	1073809408	15	-1	-1	-1
20200103-154456	ItemAdd	AddItem[NoScript|NoFunc]	thuong2	Demo123	799		1	300	1647	3554			0		0	0	0	0	ChiÕn Cuång Th¸nh Ch	0	0	30145	300	-806280070	2020-01-03 15:44:56	1073809408	1073809408	1073809408	15	-1	-1	-1
20200103-154456	ItemAdd	AddItem[NoScript|NoFunc]	thuong2	Demo123	799		1	300	1647	3554			0		0	0	0	0	ChiÕn Cuång Th¸nh Ch	0	0	30145	300	-1092060029	2020-01-03 15:44:56	1073809408	1073809408	1073809408	15	-1	-1	-1
20200103-154456	ItemAdd	AddItem[NoScript|NoFunc]	thuong2	Demo123	799		1	300	1647	3554			0		0	0	0	0	ChiÕn Cuång Th¸nh Ch	0	0	30145	300	299178240	2020-01-03 15:44:56	1073809408	1073809408	1073809408	15	-1	-1	-1
20200103-154456	ItemAdd	AddItem[NoScript|NoFunc]	thuong2	Demo123	799		1	300	1647	3554			0		0	0	0	0	ChiÕn Cuång Th¸nh Ch	0	0	30145	300	-2107527679	2020-01-03 15:44:56	1073809408	1073809408	1073809408	15	-1	-1	-1
20200103-154456	ItemAdd	AddItem[NoScript|NoFunc]	thuong2	Demo123	799		1	300	1647	3554			0		0	0	0	0	ChiÕn Cuång Th¸nh Ch	0	0	30145	300	436559062	2020-01-03 15:44:56	1073809408	1073809408	1073809408	15	-1	-1	-1
20200103-154456	ItemAdd	AddItem[NoScript|NoFunc]	thuong2	Demo123	799		1	300	1647	3554			0		0	0	0	0	ChiÕn Cuång Th¸nh Ch	0	0	30145	300	-1895011057	2020-01-03 15:44:56	1073809408	1073809408	1073809408	15	-1	-1	-1
20200103-154456	ItemAdd	AddItem[NoScript|NoFunc]	thuong2	Demo123	799		1	300	1647	3554			0		0	0	0	0	ChiÕn Cuång Th¸nh Ch	0	0	30145	300	430389628	2020-01-03 15:44:56	1073809408	1073809408	1073809408	15	-1	-1	-1
20200103-154456	ItemAdd	AddItem[NoScript|NoFunc]	thuong2	Demo123	799		1	300	1647	3554			0		0	0	0	0	ChiÕn Cuång Th¸nh Ch	0	0	30145	300	820404525	2020-01-03 15:44:56	1073809408	1073809408	1073809408	15	-1	-1	-1
20200103-154456	ItemAdd	AddItem[NoScript|NoFunc]	thuong2	Demo123	799		1	300	1647	3554			0		0	0	0	0	ChiÕn Cuång Th¸nh Ch	0	0	30145	300	-919303054	2020-01-03 15:44:56	1073809408	1073809408	1073809408	15	-1	-1	-1
20200103-154456	ItemAdd	AddItem[NoScript|NoFunc]	thuong2	Demo123	799		1	300	1647	3554			0		0	0	0	0	ChiÕn Cuång Th¸nh Ch	0	0	30145	300	-2114955813	2020-01-03 15:44:56	1073809408	1073809408	1073809408	15	-1	-1	-1
20200103-154456	item_lost	additem_lost	thuong2	Demo123	799		449	300	1647	3554			0		484	0	0	0	ChiÕn Cuång Th¸nh Ch	0	0	30145	300	-2114955813	2020-01-03 15:44:56	1073809408	1073809408	1073809408	15	-1	-1	-1
20200103-154508	ItemConsume	ClearItemInPos	thuong2	Demo123	799		1	300	1647	3554			0		0	0	0	0	S­ §å ThiÕp	2	1	587	1	2045745603	2020-01-03 15:17:57	1073676288	1073676288	1073676288	0	2	0	0
