MainName	SubName	MainId	SubId	ExtId	Count
DiXuanGong	MissionOpenCount	1	1	0	0
DiXuanGong	MissionOpenCount	1	1	1	296
DiXuanGong	JoinPlayerCount	1	2	0	1587
DiXuanGong	AllPassPlayerCount	1	3	0	0
DiXuanGong	Level80-89PlayerCount	1	4	0	0
DiXuanGong	Level90-99PlayerCount	1	5	0	1587
DiXuanGong	RebornPlayerCount	1	6	0	1587
DiXuanGong	BackDoorTotalCount	1	7	0	296
DiXuanGong	Forward3TotalCount	1	8	0	295
DiXuanGong	AllPassTotalCount	1	9	0	0
DiXuanGong	EnergyBoxOpenCount	1	10	0	0
DiXuanGong	TyHalidomOpenCount	1	11	0	2360
DiXuanGong	FindblackHandsCount	1	12	0	0
DiXuanGong	TianJiaoLing-UseCount	1	13	0	5904
DiXuanGong	TMGL-OutputCount	1	14	0	2
DiXuanGong	PlayerRouteCount	1	15	0	0
DiXuanGong	PlayerRouteCount	1	15	3	166
DiXuanGong	PlayerRouteCount	1	15	4	124
DiXuanGong	PlayerRouteCount	1	15	8	296
DiXuanGong	PlayerRouteCount	1	15	14	113
DiXuanGong	PlayerRouteCount	1	15	29	888
DiXuanGong	Item3L-OutputCount	1	16	0	0
DiXuanGong	Item3X-OutputCount	1	17	0	0
DiXuanGong	ItemMYZ-OutputCount	1	18	0	0
DiXuanGong	ItemMYC-OutputCount	1	19	0	0
DiXuanGong	TaskChuTanFinishCount	1	20	0	0
DiXuanGong	TaskDaPoFinishCount	1	21	0	0
DiXuanGong	TaskZhuiXiongFinishCount	1	22	0	0
ItemBingJingShi	C2ItemXCount	2	1	0	0
ItemBingJingShi	C3ItemXCount	2	2	0	0
ItemBingJingShi	C2ItemLCount	2	3	0	0
ItemBingJingShi	C3ItemLCount	2	4	0	0
ItemBingJingShi	C4XiXinShiCount	2	5	0	0
ItemBingJingShi	C3LianTieLuCount	2	6	0	0
LingShan	OpenCount	3	1	0	1
LingShan	OpenCount	3	1	1	315
LingShan	OpenPlayerCount	3	2	0	2162
LingShan	AllPassPlayerCount	3	3	0	2144
LingShan	OpenLevel80-89PlayerCount	3	4	0	0
LingShan	OpenLevel90-99PlayerCount	3	5	0	2162
LingShan	OpenRebornPlayerCount	3	6	0	2160
LingShan	BackDoorTotalCount	3	7	0	315
LingShan	First4StagePassCount	3	8	0	315
LingShan	AllPassTotalCount	3	9	0	312
LingShan	TianJiaoLingConsumeNum	3	10	0	7006
LingShan	UseJuYiLingForBuffCount	3	11	0	0
LingShan	TianGangLingProduceNum	3	12	0	4
LingShan	OpenRoutePlayerCount	3	13	0	0
LingShan	OpenRoutePlayerCount	3	13	3	192
LingShan	OpenRoutePlayerCount	3	13	4	124
LingShan	OpenRoutePlayerCount	3	13	8	316
LingShan	OpenRoutePlayerCount	3	13	11	1
LingShan	OpenRoutePlayerCount	3	13	14	63
LingShan	OpenRoutePlayerCount	3	13	17	1
LingShan	OpenRoutePlayerCount	3	13	21	1
LingShan	OpenRoutePlayerCount	3	13	23	1
LingShan	OpenRoutePlayerCount	3	13	29	1463
LingShan	PassRoutePlayerCount	3	14	0	0
LingShan	PassRoutePlayerCount	3	14	3	192
LingShan	PassRoutePlayerCount	3	14	4	120
LingShan	PassRoutePlayerCount	3	14	8	312
LingShan	PassRoutePlayerCount	3	14	14	61
LingShan	PassRoutePlayerCount	3	14	29	1459
LingShan	TaskChuYanFinishCount	3	15	0	0
LingShan	TaskZhongYongFinishCount	3	16	0	0
LingShan	TaskDuoJunFinishCount	3	17	0	0
WanJianZhong	OpenCount	4	1	0	0
WanJianZhong	AllPassTotalCount	4	2	0	0
WanJianZhong	OpenPlayerCount	4	3	0	0
WanJianZhong	AllPassPlayerCount	4	4	0	0
WanJianZhong	OpenLevel80-89PlayerCount	4	5	0	0
WanJianZhong	OpenLevel90-99PlayerCount	4	6	0	0
WanJianZhong	OpenRebornPlayerCount	4	7	0	0
WanJianZhong	FreeCardCount	4	8	0	0
WanJianZhong	IBCardCount	4	9	0	0
WanJianZhong	TianJiaoLingConsumeNum	4	10	0	0
WanJianZhong	GuLingYuProduceNum	4	11	0	0
WanJianZhong	SuperBookProduceNum	4	12	0	0
WanJianZhong	OpenRoutePlayerCount	4	13	0	0
WanJianZhong	PassRoutePlayerCount	4	14	0	0
WanJianZhong	TaskTongGuan1FishCount	4	15	0	0
WanJianZhong	TaskTongGuan7FishCount	4	16	0	0
WanJianZhong	TaskFanPai1FishCount	4	17	0	0
WanJianZhong	TaskFanPai15FishCount	4	18	0	0
TongTianHuanJing	OpenCount	5	1	0	0
TongTianHuanJing	StageXPassCount	5	2	0	0
TongTianHuanJing	AllPassTotalCount	5	3	0	0
TongTianHuanJing	OpenPlayerCount	5	4	0	0
TongTianHuanJing	PassStageXPlayerCount	5	5	0	0
TongTianHuanJing	AllPassPlayerCount	5	6	0	0
TongTianHuanJing	OpenLevel80-89PlayerCount	5	7	0	0
TongTianHuanJing	OpenLevel90-99PlayerCount	5	8	0	0
TongTianHuanJing	OpenRebornPlayerCount	5	9	0	0
TongTianHuanJing	FreeCardCount	5	10	0	0
TongTianHuanJing	IBCardCount	5	11	0	0
TongTianHuanJing	TongTianLingConsumeNum	5	12	0	0
TongTianHuanJing	TianMenJinLingProduceNum	5	13	0	0
TongTianHuanJing	TianMenSuiPianProduceNum	5	14	0	0
TongTianHuanJing	OpenRoutePlayerCount	5	15	0	0
TongTianHuanJing	PassRoutePlayerCount	5	16	0	0
ItemUseCount	Level1KnifeStone	6	1	0	0
ItemUseCount	Level2KnifeStone	6	2	0	0
ItemUseCount	Level3KnifeStone	6	3	0	0
TongFeast	RaidDropCjszPig	7	1	0	22
TongFeast	RaidDropCjszWine	7	2	0	0
TongFeast	RaidDropWjzPig	7	3	0	0
TongFeast	RaidDropWjzWine	7	4	0	0
TongFeast	RaidDropLsCow	7	5	0	2789
TongFeast	RaidDropLsWine	7	6	0	0
TongFeast	RaidDropDxgCow	7	7	0	1882
TongFeast	RaidDropDxgWine	7	8	0	9
TongFeast	RaidDropTxSheep	7	9	0	383
TongFeast	RaidDropTxWine	7	10	0	0
TongFeast	RaidDropTtdSheep	7	11	0	0
TongFeast	RaidDropTtdWine	7	12	0	0
TongFeast	BattleDropKfBacon	7	13	0	0
TongFeast	BattleDropKfWine	7	14	0	0
TongFeast	BattleDropSlBacon	7	15	0	78
TongFeast	BattleDropSlWine	7	16	0	0
TongFeast	BattleDropTmzBacon	7	17	0	45
TongFeast	BattleDropTmzWine	7	18	0	0
TongFeast	TongCountCjsz	7	19	0	0
TongFeast	TongCountCjsz	7	19	1	14
TongFeast	TongCountCjsz	7	19	4	4
TongFeast	TongCountWjz	7	20	0	0
TongFeast	TongCountLs	7	21	0	0
TongFeast	TongCountLs	7	21	1	769
TongFeast	TongCountLs	7	21	2	13
TongFeast	TongCountLs	7	21	5	480
TongFeast	TongCountDxg	7	22	0	0
TongFeast	TongCountDxg	7	22	1	498
TongFeast	TongCountDxg	7	22	4	15
TongFeast	TongCountDxg	7	22	5	321
TongFeast	TongCountTx	7	23	0	0
TongFeast	TongCountTx	7	23	1	66
TongFeast	TongCountTx	7	23	2	8
TongFeast	TongCountTx	7	23	3	37
TongFeast	TongCountTx	7	23	4	6
TongFeast	TongCountTx	7	23	7	32
TongFeast	TongCountTtd	7	24	0	0
TongFeast	TotalCountPig	7	25	0	0
TongFeast	TotalCountCow	7	26	0	0
TongFeast	TotalCountSheep	7	27	0	0
TongFeast	TotalCountBacon	7	28	0	0
